entry_z,cagr,vol,sharpe,sortino,max_dd,calmar,hit_days,total_ret,skew,kurt
1.5,-0.024214084652515955,0.031969456045516154,-0.7507174190683767,-1.068437073869537,-0.16536926877915326,-0.14642433162629082,0.4887566137566138,-0.13676851758486563,-0.15610153929068893,2.710651222083483
2.0,-0.01943139429522034,0.028707396402977106,-0.6691695247972445,-0.9604351661216549,-0.14066772724622345,-0.13813683263118207,0.47685185185185186,-0.1110692953469834,0.06707348221520279,3.438689846002386
2.5,-0.015718581679161514,0.024818638627631423,-0.625947661671789,-0.8861235459166737,-0.11389441558939473,-0.13801011750944134,0.4523809523809524,-0.09068214598236146,0.11958573204286053,3.805921926282307
3.0,-0.016923781503399238,0.020506403188684425,-0.8220826391500611,-1.096916580702157,-0.11386094081821585,-0.14863553191975484,0.419973544973545,-0.09734219541104827,0.24507107901908554,9.780612737775416
