cost_bps_leg_side,roundtrip_bps,cagr,vol,sharpe,sortino,max_dd,calmar,hit_days,total_ret,skew,kurt,n_trades
0.0,0.0,0.04843474785685897,0.043537110570654736,1.1082397895342613,1.4815365801644613,-0.06503614071317332,0.7447358857049821,0.4973544973544973,0.37611424840995134,0.16583207511822592,16.848770810488386,420
2.5,10.0,0.04193363476698431,0.04351037495009918,0.965915280705579,1.295910177278431,-0.07040373602533234,0.5956166126169206,0.49206349206349204,0.3195334071202378,0.11306139176260022,17.137014748303216,420
5.0,20.0,0.03547207105902195,0.04349702826168884,0.8231622996379302,1.099905575888441,-0.07625112814642199,0.46520060648684897,0.4897119341563786,0.26527267554176936,0.05981224753954062,17.426479235970586,420
7.5,30.0,0.02904982065777051,0.04349708283024545,0.6801120825628173,0.9057286933697792,-0.08206251880405602,0.35399621022033134,0.48500881834215165,0.21323717411160437,0.0061185134338828905,17.716264098794078,420
10.0,40.0,0.022666648870836248,0.04351053860534764,0.5368968097304189,0.7118210240355044,-0.08783812499003629,0.2580502358560976,0.48324514991181655,0.163335892836312,-0.04798355425643138,18.00546681815535,420
15.0,60.0,0.010016609236710217,0.043577591755732524,0.2505008763129489,0.32943904365863397,-0.09928284551887023,0.10088962684703075,0.47619047619047616,0.06959036066399116,-0.15725639978172506,18.578550785793,420
20.0,80.0,-0.002479898027355154,0.04369794123415513,-0.03497234603883417,-0.045667716580555996,-0.11256867418785577,-0.022030090033899438,0.4656084656084656,-0.016620432826025655,-0.26767320566674935,19.13875753856427,420
30.0,120.0,-0.02701960832530792,0.044096590480105134,-0.5990737180198293,-0.7678372285848276,-0.1966556645902997,-0.13739552522729975,0.4567901234567901,-0.16880562681070688,-0.49046940084094487,20.19505915494898,420
