y,x,alpha,beta,adf_p,half_life,corr,crossings,mu,sd,same_sector,sector_y,sector_x,form_end
COALINDIA,SBIN,1.7457205874567592,0.6309276834816772,0.002190210265871623,18.580883657974788,0.8662366060498482,20,2.012029578807453e-14,0.06863809018305637,False,Metals & Mining,Bank,2015-01-28
TITAN,AXISBANK,1.9447322242219276,0.645218374511649,0.002434956120875829,17.49104092998162,0.9180522478509945,22,-2.4530642067908222e-14,0.07979613561902642,False,Consumer,Bank,2015-01-28
BHARTIARTL,ADANIPORTS,4.40163956124672,0.24699239659566924,0.0024631448196449517,19.040468593655618,0.7066355396216155,19,-2.8606159181585116e-14,0.0778128465167664,False,Telecom,Infrastructure,2015-01-28
TATACONSUM,ITC,1.3256657816983233,0.6900899641120743,0.002807590059367775,18.44804218353102,0.8416612708068035,22,5.202657822486818e-14,0.08131775303185841,True,Consumer,Consumer,2015-01-28
ICICIBANK,MARUTI,0.22730111635202732,0.6777189261070757,0.0029506634710648218,16.886872748472076,0.9599339309235303,21,1.2394553343698838e-14,0.067045410107889,False,Bank,Auto,2015-01-28
ASIANPAINT,BAJFINANCE,3.28715689623155,0.5686115961343938,0.0029552519746496664,19.46307999205478,0.9607688128560645,20,2.287176914645772e-14,0.07008109487820428,False,Consumer,NBFC,2015-01-28
ICICIBANK,ADANIPORTS,1.6496529746204391,0.7042247692670166,0.0031075268320441113,20.26380354261442,0.9260626745494738,16,-7.187666100165829e-15,0.09028737861799747,False,Bank,Infrastructure,2015-01-28
ASIANPAINT,KOTAKBANK,0.24800037670720698,0.9916538578172043,0.003126472866062104,18.548742316598105,0.9546830811123693,21,-4.6874908422771555e-14,0.07520389284885336,False,Consumer,Bank,2015-01-28
TITAN,BPCL,2.8141954434131637,0.6150434840835167,0.0031430839664747666,18.556105568838735,0.8999092532505889,21,2.0900389003260884e-15,0.08777008404474539,False,Consumer,Energy,2015-01-28
ICICIBANK,BAJFINANCE,2.5747002541709705,0.5359209501375083,0.0031888446355216927,18.06421685073562,0.9563479015417803,20,1.8783328801806353e-14,0.06991744920758011,False,Bank,NBFC,2015-01-28
TITAN,ULTRACEMCO,-0.8335722462704228,0.8458323830116726,0.00325571211467003,17.28968686344763,0.9027637001515024,22,9.558491564391824e-14,0.0865744540373128,False,Consumer,Cement,2015-01-28
TATAMOTORS,BRITANNIA,2.267705015082098,0.6083791463756785,0.003258469951324356,21.26763836580944,0.9310160399473473,20,1.513192863192806e-14,0.09900525110080662,False,Auto,Consumer,2015-01-28
BHARTIARTL,UPL,4.767278275346358,0.18962147614067715,0.003335454713027122,20.559887252460886,0.7008095932145849,14,-4.060949107851128e-14,0.07844745172205345,False,Telecom,Chemicals,2015-01-28
HDFCBANK,INDUSINDBK,1.7514525035520798,0.6627936882093368,0.0034241500807465847,16.0555218437862,0.9704337598712054,21,2.261212968778877e-14,0.045392685568455465,True,Bank,Bank,2015-01-28
TATAMOTORS,TECHM,2.7585410625226334,0.5450189335792305,0.0036512180523573545,19.064222633557478,0.9473662403020974,19,-6.904529857906926e-15,0.08684548466628593,False,Auto,IT,2015-01-28
AXISBANK,ADANIPORTS,1.2439481861444515,0.853807250224144,0.0036716430958372557,20.53037233730901,0.9380048809213022,17,6.036323704258259e-15,0.09926587489318281,False,Bank,Infrastructure,2015-01-28
HDFCBANK,EICHERMOT,4.16304373373203,0.27095732154258356,0.003982291077467535,22.213516576910504,0.9381435229563709,15,2.284004848861129e-14,0.06511671239589946,False,Bank,Auto,2015-01-28
INDUSINDBK,ASIANPAINT,-0.25710767314645955,1.0343503343744709,0.0040423932132559945,19.214690118884672,0.9491725643557963,22,-8.203901990431184e-15,0.0866699777264583,False,Bank,Consumer,2015-01-28
HDFCBANK,ASIANPAINT,1.4494732366866252,0.7071890007377497,0.004095686037825618,19.75765253008338,0.9501683219000698,20,3.615332607067719e-14,0.05862673560484869,False,Bank,Consumer,2015-01-28
RELIANCE,M&M,3.2014127322816037,0.45894572828164215,0.004451728625965499,20.59250037726256,0.8548640766804272,15,-5.273853076764368e-15,0.059889465694911576,False,Energy,Auto,2015-01-28
BHARTIARTL,HEROMOTOCO,2.8971912535250883,0.37294626275473264,0.004539069583168361,20.54257907312439,0.7037086735463126,24,-5.3546820123137976e-14,0.07813296340136666,False,Telecom,Auto,2015-01-28
TATACONSUM,BAJAJ-AUTO,-0.8145771908472976,0.7689332713922148,0.004700429774502064,19.815151073277594,0.8237990119941319,21,-5.46699663787376e-14,0.08536494646568933,False,Consumer,Auto,2015-01-28
KOTAKBANK,MARUTI,0.791747048254071,0.6926635887383061,0.004713682613952474,15.559783275256974,0.9649459277752132,17,-3.347586758060234e-14,0.0638433428371697,False,Bank,Auto,2015-01-28
SUNPHARMA,DRREDDY,-5.440225533851859,1.517666110671458,0.005107988634824153,22.367427465482145,0.9672202908116964,17,6.378671841163836e-14,0.09522533602141177,True,Pharma,Pharma,2015-01-28
TATAMOTORS,ADANIPORTS,1.8488213185449225,0.7803460937165528,0.005192859968949117,22.055977411977064,0.9050760745402137,22,-4.104888093164335e-14,0.11535468414839939,False,Auto,Infrastructure,2015-01-28
BPCL,ADANIPORTS,0.05120287470060206,0.8640718554472578,0.005249011436187141,21.665080777161094,0.9231300647175853,15,1.5954316057576323e-15,0.11322924266373105,False,Energy,Infrastructure,2015-01-28
HDFCBANK,KOTAKBANK,1.3643637836262013,0.7455551107667747,0.005384452122309019,19.404738827017034,0.9643705110869473,16,5.5782539081721756e-14,0.04975347362851786,True,Bank,Bank,2015-01-28
INFY,BRITANNIA,3.2131656385760614,0.4295316522168433,0.005393784136525627,24.21392238681663,0.8991465057205715,12,3.752436339315079e-15,0.08678876196506448,False,IT,Consumer,2015-01-28
TITAN,ICICIBANK,1.5535678340566186,0.7637096946651046,0.005437967597662471,18.282687635562183,0.9078312980122166,26,4.345142705371578e-14,0.08440046527882825,False,Consumer,Bank,2015-01-28
SUNPHARMA,TCS,-1.6944678189939646,1.1874386825388998,0.005752239001783315,20.577875398674344,0.9692214200394408,20,-5.78937250872788e-14,0.0923198378455032,False,Pharma,IT,2015-01-28
M&M,ICICIBANK,1.6290589687495578,0.8517300221540142,0.0058459524809736435,18.197090325527093,0.9478055665606568,24,2.7801394343629316e-14,0.06855317347432878,False,Auto,Bank,2015-01-28
ULTRACEMCO,ICICIBANK,3.130071252837261,0.8438246629754922,0.005852043301431062,20.16979006767014,0.9398083136859693,17,1.1014117307789251e-14,0.0734041414856304,False,Cement,Bank,2015-01-28
TITAN,GRASIM,-2.506560175255048,1.327688074909485,0.006113285729923604,18.610516749635707,0.8596122624385754,17,-4.246338730375837e-14,0.10283925191209754,False,Consumer,Cement,2015-01-28
SHREECEM,KOTAKBANK,-0.718196355080251,1.5482458998423732,0.006128498292098359,19.179185221436263,0.9615055207756633,20,-5.004814904659436e-14,0.1076349283859499,False,Cement,Bank,2015-01-28
KOTAKBANK,ADANIPORTS,2.257002732439037,0.7174716000689211,0.006162860143513878,20.484528268277387,0.9279459674504454,19,-3.34476714402944e-15,0.09066666742435502,False,Bank,Infrastructure,2015-01-28
TITAN,SHREECEM,1.6338399646415274,0.46455833462605645,0.006171415863841577,19.373956113285754,0.9040997935615961,21,-7.595805231123267e-14,0.08600778130332108,False,Consumer,Cement,2015-01-28
DRREDDY,INFY,1.4932139849886963,1.0740666439846516,0.006287394039150968,25.427835748091557,0.8912455676129011,14,2.9777473843544145e-14,0.10838522286857241,False,Pharma,IT,2015-01-28
GRASIM,POWERGRID,2.428979327082951,0.8787315965327662,0.0064245661809083235,18.745056577623007,0.8850250386832622,19,-1.68189976936865e-14,0.060666629312881415,False,Cement,Utilities,2015-01-28
TATACONSUM,RELIANCE,-1.0633401860414218,0.9849380467823816,0.0067314878766876,24.50122964738563,0.7549686755608862,18,3.0521147044166076e-14,0.09874893100579392,False,Consumer,Energy,2015-01-28
TITAN,BAJAJFINSV,0.5497460039350822,0.7505127382016621,0.007612464987445608,21.089944729121466,0.8781013451997465,16,-1.9037094064577816e-14,0.09630350394207456,False,Consumer,NBFC,2015-01-28
TATACONSUM,HINDUNILVR,1.4419666325457048,0.5489520842039586,0.007631847034319194,22.70369321672454,0.8022048683409095,21,-1.7508628292051542e-14,0.08990768036213799,True,Consumer,Consumer,2015-01-28
HDFCBANK,CIPLA,0.785353900884519,0.8319311788718307,0.00784810755245747,27.048424150608184,0.8834346033430289,24,7.791533438427553e-15,0.0881184812704648,False,Bank,Pharma,2015-01-28
HDFCBANK,ADANIPORTS,3.0605819699179158,0.5322447569333991,0.007924886027478116,26.04517886856106,0.8904171907863757,21,-6.147228522802825e-14,0.08559668620191023,False,Bank,Infrastructure,2015-01-28
TCS,TECHM,3.041030504451271,0.6358935179775178,0.008527984295787676,19.82599505231569,0.9795952304903331,18,2.266382261168666e-14,0.061516175195240295,True,IT,IT,2015-01-28
TATAMOTORS,TCS,0.3827604629914118,0.8220511310999976,0.008756601767254955,23.403940306577876,0.9275618586010587,17,-2.3902103106877047e-14,0.10136290288657362,False,Auto,IT,2015-01-28
TITAN,ADANIPORTS,2.7866769690480284,0.5431136185267014,0.008850088775405563,22.573495704837995,0.848978367527545,25,1.016705825937154e-14,0.10635762132501046,False,Consumer,Infrastructure,2015-01-28
RELIANCE,UPL,4.902321712080932,0.23261760426225836,0.008852692643290182,23.89229662767741,0.8190781117334347,22,-3.9305419589269033e-14,0.0662183207745195,False,Energy,Chemicals,2015-01-28
TITAN,HDFCBANK,0.038820014392787705,0.9551813838754697,0.008889753196659205,21.370048567998126,0.8925029021508938,20,-3.12178266776081e-14,0.09078200439808269,False,Consumer,Bank,2015-01-28
TITAN,MARUTI,1.6237173613167244,0.531650002221697,0.009392850307589193,20.321608085939953,0.8951470744254229,25,-3.0165170772778326e-14,0.0897211551632144,False,Consumer,Auto,2015-01-28
HDFCBANK,HINDUNILVR,0.9909580183526051,0.770841542918721,0.00943847025234241,25.696928022551166,0.901978059864314,20,6.363868867502167e-14,0.08120285642389438,False,Bank,Consumer,2015-01-28
ASIANPAINT,EICHERMOT,3.9302591031150573,0.3672597463807901,0.009572732668368129,28.59026853823091,0.9464042326982335,15,-2.3907977302774536e-15,0.08161194428830103,False,Consumer,Auto,2015-01-28
BAJAJFINSV,GRASIM,-2.610933119832793,1.5276927457151233,0.010358282469718363,25.66325750785287,0.8453878256148536,17,7.877061730694973e-14,0.1257868857035315,False,NBFC,Cement,2015-01-28
BAJAJFINSV,POWERGRID,0.4716436964694556,1.4946612321645272,0.010407666310204795,25.847599454120836,0.833032716409399,13,-6.309826265245281e-14,0.13027782347106662,False,NBFC,Utilities,2015-01-28
HDFCBANK,MARUTI,1.9000634855129288,0.5238439906421752,0.010464321360106395,22.183516633033886,0.9439451413896289,17,2.019666033474187e-14,0.06208054788210603,False,Bank,Auto,2015-01-28
BAJAJ-AUTO,CIPLA,2.957195073119986,0.7348145439986459,0.010674610766556274,22.676925558005017,0.9096035117396449,12,6.052771452771224e-15,0.06702964360911029,False,Auto,Pharma,2015-01-28
TECHM,INFY,-6.492666257686897,2.1151197698999313,0.011081834699739135,31.54097102655666,0.8895619650607265,15,3.0381341181805874e-14,0.21539590747899204,True,IT,IT,2015-01-28
TCS,DRREDDY,-2.7849180718917665,1.2295914017591958,0.011377851199424065,22.01709934206215,0.960059543048717,15,-6.250144434926807e-14,0.08563995412276398,False,IT,Pharma,2015-01-28
RELIANCE,ONGC,3.2388045181719622,0.5537155734228406,0.01140402357677658,23.235400699626133,0.8590099579341515,17,6.10187973047422e-14,0.05909381271502735,True,Energy,Energy,2015-01-28
ASIANPAINT,HINDUNILVR,-0.41248982445517346,1.0518145140861679,0.01230598599850068,26.878983614106616,0.9160200319715932,17,-5.426582170099046e-15,0.10135842021423117,True,Consumer,Consumer,2015-01-28
RELIANCE,HCLTECH,4.929300725813366,0.20206642789627022,0.012380857206437003,23.75662740466439,0.8213597804230648,16,5.0424097584033564e-14,0.06584069800262551,False,Energy,IT,2015-01-28
TITAN,KOTAKBANK,1.2670051318252267,0.7248910075981497,0.01240152149964467,23.67804207170063,0.876114100077562,15,4.746350285169982e-15,0.09703394407945255,False,Consumer,Bank,2015-01-28
INDUSINDBK,EICHERMOT,3.7124354185036523,0.3962033512521899,0.012411933469579063,24.7247083438076,0.9369124413007208,13,-1.7646084476052752e-14,0.09625455615663533,False,Bank,Auto,2015-01-28
INDUSINDBK,ADANIPORTS,2.0463971828341068,0.788943870262795,0.012527640862943366,25.16554537737151,0.9014480794778903,23,4.131909394292778e-15,0.11919806957999106,False,Bank,Infrastructure,2015-01-28
INDUSINDBK,CIPLA,-1.289945218848282,1.2271004826286525,0.012599132783324727,26.299647674346044,0.889978673025717,19,3.0871249119656335e-14,0.1255628982565541,False,Bank,Pharma,2015-01-28
LT,UPL,3.8792687752317043,0.5482128929817649,0.012672386180280373,31.625423134687523,0.8928738927622668,14,-5.914140429590517e-15,0.11237178982845962,False,Infrastructure,Chemicals,2015-01-28
RELIANCE,TECHM,4.866538833890443,0.20093430887374303,0.012678721532743872,24.034925798025224,0.8208139089571436,19,-1.0141211797422594e-14,0.06593133387242825,False,Energy,IT,2015-01-28
HDFC,M&M,4.297983680057489,0.36840712014930244,0.01314291363426601,22.425423577642583,0.8204056869731113,12,4.962403210279575e-14,0.05520423598582398,False,NBFC,Auto,2015-01-28
DRREDDY,TECHM,4.9029616442067905,0.48756138027174933,0.013197871712144248,25.903103359517242,0.9619537909662377,17,2.3972593457646898e-14,0.0652939154296523,False,Pharma,IT,2015-01-28
RELIANCE,TCS,3.9895446086124773,0.3032368459410188,0.013213548237186576,24.21785124653521,0.8041004709421322,17,1.3616386090376258e-15,0.06862051754487243,False,Energy,IT,2015-01-28
SBIN,POWERGRID,0.06553329964947074,1.2669567799018178,0.013317087217380926,21.20218712999484,0.8816183781389476,15,1.7575594125282901e-15,0.08901804748185518,False,Bank,Utilities,2015-01-28
MARUTI,AXISBANK,1.0727097891137856,1.129289586251913,0.013997628938773156,24.01600235949545,0.9543274552445616,17,-5.394861512252613e-15,0.1012460220389669,False,Auto,Bank,2015-01-28
TATACONSUM,TECHM,3.486195114836233,0.24166379035797053,0.014155239361638207,26.904802685615422,0.7566973468273416,14,7.180617065088844e-15,0.0984484334195301,False,Consumer,IT,2015-01-28
COALINDIA,BAJAJFINSV,2.1259687614451246,0.445770887742586,0.014283428747393419,29.01941388152541,0.7641316673474224,13,6.695408483956367e-15,0.08861628017979231,False,Metals & Mining,NBFC,2015-01-28
BAJAJ-AUTO,HDFCBANK,2.8219371589312634,0.7861730288504447,0.014297911264349544,23.116349817231736,0.9164431301608607,17,5.816628777692222e-15,0.06455926503898649,False,Auto,Bank,2015-01-28
TATAMOTORS,MARUTI,0.27054041628519604,0.7512721764624404,0.014581366240300644,22.248574804589712,0.938550777753709,20,3.203551474653838e-14,0.09362417720253194,True,Auto,Auto,2015-01-28
BAJAJ-AUTO,M&M,3.2540014417352126,0.6741157610966626,0.015397377447647905,24.898389465099967,0.8983749252123762,16,5.191614334199541e-15,0.07086160126004176,True,Auto,Auto,2015-01-28
TATACONSUM,SUNPHARMA,2.9611207137735227,0.305622057840774,0.01573432778684569,26.48676539082233,0.7610641221522381,18,2.9758676416672185e-15,0.09768214388647314,False,Consumer,Pharma,2015-01-28
HCLTECH,DRREDDY,-9.157212832401013,1.8881722469378492,0.015737698427545726,26.101489725805948,0.9617629398660147,17,7.86930779211029e-14,0.1285025400008834,False,IT,Pharma,2015-01-28
ONGC,M&M,0.49836552509253396,0.7355675601435805,0.01696285074794891,23.521475367178574,0.8831751551789875,14,-2.915950843512845e-14,0.0839907303375736,False,Energy,Auto,2015-01-28
UPL,MARUTI,-3.6316387200176554,1.1273852990361823,0.017288885761803967,30.773975092946884,0.9400141463355066,12,-2.150425634152261e-14,0.13864893735759887,False,Chemicals,Auto,2015-01-28
TATACONSUM,HCLTECH,3.5851923128227634,0.23852763286609263,0.017529673805749303,27.675882517368475,0.7431867972241545,16,5.809579742615237e-15,0.10075521918136159,False,Consumer,IT,2015-01-28
TITAN,CIPLA,0.5666723895289657,0.8318854820190291,0.017546700381584176,26.08279905563989,0.825418764621362,23,-2.3873906966569107e-14,0.11362219032191224,False,Consumer,Pharma,2015-01-28
ASIANPAINT,CIPLA,-0.5747504642979303,1.1153560108739133,0.017796104176624958,34.46955491469594,0.8815266929238375,13,-1.2542583080315525e-14,0.11929916544606992,False,Consumer,Pharma,2015-01-28
TITAN,M&M,0.5423248095761082,0.8225690637969982,0.017809506361282056,22.26931396160125,0.878682385190089,16,-2.4556488529857167e-14,0.09608857079993555,False,Consumer,Auto,2015-01-28
INDUSINDBK,MARUTI,0.37328789305458404,0.7700823046933947,0.0179372643081593,21.761020121689505,0.9477513260765663,12,1.5449135210392389e-15,0.08784131549371578,False,Bank,Auto,2015-01-28
BAJAJ-AUTO,SHREECEM,4.143284402213565,0.38134156177360445,0.01864661943265033,23.069537732604264,0.9258781751838646,20,-4.2511555710117767e-14,0.060954670154745226,False,Auto,Cement,2015-01-28
COALINDIA,TITAN,2.1505327170868536,0.5304963896398709,0.01939440010792276,26.699393800007282,0.7772350081182261,15,-2.332760674810276e-14,0.08643887376607355,False,Metals & Mining,Consumer,2015-01-28
BPCL,AXISBANK,-0.9539965611202448,0.9663970867637423,0.019920057793118312,24.395072403647802,0.9397739188811549,16,8.282616215457518e-15,0.10065697541990706,False,Energy,Bank,2015-01-28
M&M,INDUSINDBK,1.6615333407830908,0.7299086601813595,0.020199614911428018,21.818195787079265,0.9348034103836631,16,4.2070991017806196e-14,0.07636133814152653,False,Auto,Bank,2015-01-28
ICICIBANK,AXISBANK,0.6890926694014539,0.8130341976683108,0.02079400484910607,22.584718255822548,0.9731787946896583,18,-2.2415931544812684e-15,0.05504049527499711,True,Bank,Bank,2015-01-28
RELIANCE,BAJAJ-AUTO,1.7384687353515265,0.5783526811613611,0.02125293379004094,25.371969091661644,0.8083609921636118,23,-1.6423076890195835e-13,0.06795031203168118,False,Energy,Auto,2015-01-28
KOTAKBANK,CIPLA,-0.6584346021284713,1.096056937478203,0.021465993603355778,28.595752497453503,0.8998206389639256,15,2.2519317392608466e-14,0.10612470780479087,False,Bank,Pharma,2015-01-28
RELIANCE,SUNPHARMA,4.478395324662976,0.24620152879230361,0.021760533043665844,26.679834303633537,0.79984766273722,19,1.988297827381603e-14,0.06927956314358603,False,Energy,Pharma,2015-01-28
BPCL,ICICIBANK,-1.5810614823994136,1.151776363707435,0.02222824152635736,24.968750461778072,0.9357333621033058,19,-3.5245175384925603e-16,0.10387034495647131,False,Energy,Bank,2015-01-28
BAJAJ-AUTO,DRREDDY,2.8641936600462725,0.5879664666699868,0.022391750703680678,30.269164491343517,0.8709749405448183,17,6.009772338801615e-14,0.07926665791512143,False,Auto,Pharma,2015-01-28
M&M,BAJFINANCE,3.7018953912525316,0.48088582878695496,0.022440281127169007,19.568375009151737,0.9549364107660694,23,-1.3226339482783081e-14,0.06381486815550749,False,Auto,NBFC,2015-01-28
TITAN,INDUSINDBK,1.6630579539877839,0.6411604059557505,0.022529509073041163,25.14578092874408,0.8771583766244069,18,-5.018560523059557e-14,0.09665100003649761,False,Consumer,Bank,2015-01-28
ULTRACEMCO,BAJFINANCE,5.217308615135232,0.46958152637968165,0.022908832353230355,27.01558426387298,0.9332827646629053,16,1.1778937613642138e-14,0.07715065376002621,False,Cement,NBFC,2015-01-28
ASIANPAINT,SHREECEM,0.9497881549887643,0.6116915061724144,0.02348605920191592,28.408724836713642,0.948243177472063,13,1.021405182655144e-14,0.08023749154247233,False,Consumer,Cement,2015-01-28
DRREDDY,EICHERMOT,5.560020280190722,0.35113206253114526,0.023951712164386078,29.042921092886957,0.9566942395570404,15,2.098262774582571e-15,0.06956758833434781,False,Pharma,Auto,2015-01-28
LT,ADANIPORTS,2.794341374776188,0.7195825414354542,0.024128185501232455,28.293965087057543,0.9072372515444259,14,-2.251696771424947e-14,0.10496341689637577,True,Infrastructure,Infrastructure,2015-01-28
TATACONSUM,ULTRACEMCO,0.46501991731884074,0.580240083879962,0.02414297476973208,23.154510944550623,0.8277395618603726,22,-2.7726204636141474e-16,0.0844961351002589,False,Consumer,Cement,2015-01-28
TITAN,BAJFINANCE,3.5190462169726526,0.4094598950246967,0.024196613850502525,26.473101285357604,0.8685671358259638,17,4.111937128241321e-15,0.09974461531573643,False,Consumer,NBFC,2015-01-28
BAJAJ-AUTO,HINDUNILVR,3.4261932146005223,0.6343203389051404,0.0249823486382782,30.36145663147024,0.8652206540256524,16,-4.2375274365296056e-14,0.08089027438305628,False,Auto,Consumer,2015-01-28
RELIANCE,JSWSTEEL,4.407678458584322,0.3682455970653461,0.025341008539009172,27.734994590772217,0.8173902710947327,19,2.1078964558544508e-14,0.0664956121776626,False,Energy,Metals & Mining,2015-01-28
BAJAJ-AUTO,EICHERMOT,6.046869576589664,0.22119694057359454,0.025492941047285604,30.933697064767372,0.8927603408281228,20,-1.203740223313159e-14,0.07268504349251796,True,Auto,Auto,2015-01-28
HDFCBANK,DIVISLAB,1.4039655535550157,0.693751388446767,0.025608032463272867,27.68087320359914,0.9102803359853798,12,1.434008702494673e-14,0.07785728941250275,False,Bank,Pharma,2015-01-28
TATACONSUM,DIVISLAB,2.1145801835300837,0.4336553619835096,0.0259108244700375,30.799649700235754,0.7106176821669333,13,-8.46119177074114e-15,0.10594961635901362,False,Consumer,Pharma,2015-01-28
TATACONSUM,SHREECEM,2.246111696718641,0.30814709978580523,0.02675071857517139,24.89889803411503,0.8015496050649907,14,1.133249872543308e-14,0.09004010872910194,False,Consumer,Cement,2015-01-28
RELIANCE,TATAMOTORS,3.9631398203567962,0.3490672314844847,0.027136470175506307,27.805578390378848,0.8203390328778195,21,1.3406089877246202e-14,0.06601003160895429,False,Energy,Auto,2015-01-28
ICICIBANK,KOTAKBANK,-0.29683707351370064,0.9358496115216082,0.027311027900856315,23.50425482473484,0.9515183639481634,12,3.132591188212188e-14,0.07359273152281735,True,Bank,Bank,2015-01-28
RELIANCE,DRREDDY,3.1975783815557293,0.36596320120861886,0.028097998118381203,30.281777486022378,0.7577101673548742,14,-5.824735168030756e-14,0.07532656453369291,False,Energy,Pharma,2015-01-28
