y,x,alpha,beta,adf_p,half_life,corr,crossings,mu,sd,same_sector,sector_y,sector_x,form_end
BHARTIARTL,ICICIBANK,3.8217478438600923,0.3488525072948475,0.018194948951240963,24.215864753912463,0.7270823609373661,14,-2.3060918254356824e-14,0.08175720473263552,False,Telecom,Bank,2015-05-05
HDFC,BAJAJ-AUTO,3.4746753471113943,0.41758178295074766,0.018278013352949256,24.40534128783544,0.7495289492648683,15,3.288139895577659e-14,0.05593487454795722,False,NBFC,Auto,2015-05-05
ICICIBANK,BAJFINANCE,2.733792764569028,0.5002954864026903,0.01851399525980674,24.257350043967765,0.9496876790187957,17,9.542043815878859e-15,0.07773474303591696,False,Bank,NBFC,2015-05-05
DRREDDY,BRITANNIA,4.757304953099084,0.49384507911459924,0.018660262350648486,27.088528723081406,0.9584611545890024,17,-2.1130657482442398e-14,0.07206331153347431,False,Pharma,Consumer,2015-05-05
DIVISLAB,AXISBANK,2.91190241018778,0.607506368102999,0.018699572539537388,37.33843827213289,0.8642508101390441,12,-1.043727127065597e-14,0.12032320437527219,False,Pharma,Bank,2015-05-05
COALINDIA,TITAN,1.8081299158643294,0.5911305621581846,0.019024986747045954,24.91733288121656,0.8398233840305687,20,-2.07018411819258e-14,0.08303527317457912,False,Metals & Mining,Consumer,2015-05-05
HINDALCO,JSWSTEEL,1.9538553982753497,0.6520153115703371,0.01903690907963159,29.341410755465763,0.8642573584894002,17,1.2676514746778242e-15,0.09567430572011347,True,Metals & Mining,Metals & Mining,2015-05-05
DIVISLAB,TITAN,1.219193983336217,0.9162627176067664,0.01954733274431959,32.22132658488967,0.8324745470717861,12,-3.7406879475201045e-15,0.13252199699689018,False,Pharma,Consumer,2015-05-05
TITAN,CIPLA,0.6983982841381184,0.8106626933869039,0.01959065398640916,25.77965831008741,0.8742574054384733,23,3.0075882995136514e-14,0.10549584871127646,False,Consumer,Pharma,2015-05-05
MARUTI,UPL,3.748867759645825,0.7773303457217136,0.019732577458673503,28.357918821205168,0.9642139946844005,13,-5.80370554671775e-16,0.10106706413020317,False,Auto,Chemicals,2015-05-05
ICICIBANK,BPCL,2.059342158832404,0.7124370896111676,0.020787729564120158,26.744707258227262,0.9370264502863971,15,8.772524153307983e-15,0.08668467599321339,False,Bank,Energy,2015-05-05
TCS,DRREDDY,-2.135883557158836,1.144301247137742,0.020990263021282336,24.746169487986748,0.9556935623362653,16,1.286213933713885e-14,0.0890502318209771,False,IT,Pharma,2015-05-05
RELIANCE,TECHM,4.965049437656689,0.18143318618942372,0.021126671922023825,28.930200061499693,0.7681212765700932,18,-3.767709248648547e-15,0.0706991198155125,False,Energy,IT,2015-05-05
GRASIM,COALINDIA,2.028008347443766,0.7937380499388238,0.02143368558538467,25.64039520433312,0.8457290572319931,14,-6.606355674150455e-14,0.07660321261858703,False,Cement,Metals & Mining,2015-05-05
M&M,ADANIPORTS,3.4153883011684334,0.5265246642663073,0.021628242168087723,24.125247952248582,0.9197615076940254,22,-6.737702694418278e-15,0.08079218973868961,False,Auto,Infrastructure,2015-05-05
KOTAKBANK,BRITANNIA,2.82867977820266,0.5296477866457729,0.02188007352371758,31.204019315874532,0.9441878052957124,12,-1.3240437552937051e-14,0.09060991894139138,False,Bank,Consumer,2015-05-05
TITAN,INDUSINDBK,1.727437413315387,0.6302572138891187,0.022342328273762105,24.700036684093536,0.8984659803833174,15,-3.384476708296456e-14,0.09540842870582213,False,Consumer,Bank,2015-05-05
KOTAKBANK,UPL,3.366721238352955,0.5462606988814882,0.023427522754660722,29.556883724985948,0.9390404900741232,13,-8.682061536486674e-16,0.09457062443147142,False,Bank,Chemicals,2015-05-05
INFY,BRITANNIA,3.1772433711496237,0.4336592169191732,0.023551406032923876,26.209498072858015,0.931522771527256,15,-1.6762605413070618e-14,0.08302166106867659,False,IT,Consumer,2015-05-05
ASIANPAINT,DRREDDY,-0.9964962442219052,0.9330100992573997,0.023691514940925595,31.070050685802638,0.9225733795526039,17,-7.362834621828909e-14,0.09858289412080988,False,Consumer,Pharma,2015-05-05
HINDALCO,LT,0.930156664106141,0.5907164465832391,0.02391449145862695,28.632005366992203,0.8354484049873798,15,2.7275066391214428e-14,0.10452167885459383,False,Metals & Mining,Infrastructure,2015-05-05
TECHM,DRREDDY,-7.988277310993957,1.7811327844321498,0.024269707180680295,28.28640086561984,0.9626872554624304,20,3.1720657846433046e-15,0.1265012298310804,False,IT,Pharma,2015-05-05
TECHM,HCLTECH,0.4439210378035535,0.9806894870750724,0.024624521627650553,26.028061277705586,0.9836706581826357,19,-1.3067736193550917e-14,0.08413171149486581,True,IT,IT,2015-05-05
HINDUNILVR,HDFCBANK,0.10649265540107666,1.0566733664413608,0.025404865036127076,28.129955109854368,0.9166648012671227,18,-1.6585204696966493e-14,0.09257210451731179,False,Consumer,Bank,2015-05-05
DIVISLAB,EICHERMOT,4.440458895148719,0.31407359220728814,0.025594624150919412,36.29553513324019,0.9166915968676641,16,-8.43769498715119e-15,0.09557605930942899,False,Pharma,Auto,2015-05-05
DIVISLAB,HEROMOTOCO,-0.6102530752415274,0.9374401121407332,0.025652260650815707,39.80536748062334,0.8545847796036947,17,5.672123558614027e-14,0.12421008939926696,False,Pharma,Auto,2015-05-05
HDFCBANK,BPCL,3.2551773554751176,0.5683262285486192,0.02610512387988627,29.364764156653006,0.9232852265393984,17,4.309780046068703e-14,0.07718340984482064,False,Bank,Energy,2015-05-05
DIVISLAB,TATAMOTORS,2.0588630348633297,0.7301987869648887,0.026558455959995026,34.07502644387757,0.8719259674996718,13,5.191379366363642e-14,0.11711255937937354,False,Pharma,Auto,2015-05-05
HINDUNILVR,INDUSINDBK,2.1079895991164905,0.6761531560949203,0.02672947078220339,31.52998522463483,0.9043064327051059,13,2.8474577193481396e-14,0.09887866750362193,False,Consumer,Bank,2015-05-05
HINDUNILVR,BAJFINANCE,3.943301719942113,0.4555416184177693,0.0275977987981209,31.31491530793475,0.9265842868085673,16,1.5167173807312985e-15,0.08711267171766907,False,Consumer,NBFC,2015-05-05
ITC,ADANIPORTS,3.5452705357422154,0.30883807826532533,0.027685082805410877,33.86369442598369,0.7700238148811727,12,-1.3339124044014844e-14,0.09201709998536726,False,Consumer,Infrastructure,2015-05-05
RELIANCE,TCS,4.156676553006422,0.2767264265167536,0.028924769144010563,30.002015853537014,0.7581835161948514,19,-2.598979232884414e-14,0.07199504117869415,False,Energy,IT,2015-05-05
TCS,SUNPHARMA,1.8868711362191875,0.7649637555650537,0.02903813603389834,25.604035510091474,0.9629204689917752,16,-1.5493779099213294e-14,0.08161494697708664,False,IT,Pharma,2015-05-05
HINDUNILVR,ASIANPAINT,1.0795843804564944,0.8382136354355006,0.029269607658709704,28.375950296550293,0.9246488957427774,17,7.326414607264486e-14,0.08820909851730277,True,Consumer,Consumer,2015-05-05
COALINDIA,LT,1.9800804895223685,0.48239794034634614,0.03022658238646795,29.775448066142495,0.848311316061246,14,-9.619583201725695e-15,0.08099144499132432,False,Metals & Mining,Infrastructure,2015-05-05
RELIANCE,HCLTECH,5.039493631182691,0.17906910584273383,0.030234380699545423,30.44682901910362,0.7604171970487958,15,1.2120815814875916e-14,0.07170726420002796,False,Energy,IT,2015-05-05
TATACONSUM,TECHM,3.8219863422769804,0.1832298361697387,0.031679046670485426,28.753942764349333,0.7022452398140993,18,5.86479718405162e-15,0.08683372047949775,False,Consumer,IT,2015-05-05
ULTRACEMCO,MARUTI,3.697061805369059,0.5233034700961343,0.03367591114039752,30.359704285355974,0.9233658691219151,18,9.030988772797437e-15,0.08294314648671598,False,Cement,Auto,2015-05-05
BPCL,MARUTI,-1.542809243395161,0.8122445666694313,0.033793797351829497,28.244825684035778,0.9485159900974555,16,2.791887826157907e-14,0.1033924833301035,False,Energy,Auto,2015-05-05
ICICIBANK,UPL,3.0001543695763835,0.4770367699959742,0.03408411714060588,36.47803134750538,0.9088303784991897,14,-8.538731156587977e-15,0.10353905870159405,False,Bank,Chemicals,2015-05-05
BAJAJ-AUTO,M&M,3.3966484571602304,0.6498926082402261,0.03476818924188937,29.212612336220904,0.8820754944716497,17,-2.1375024031777882e-14,0.07145140154522504,True,Auto,Auto,2015-05-05
HINDUNILVR,MARUTI,2.2068735357444416,0.5432257175486808,0.03499266133323453,38.320465565553675,0.8940177578029317,12,-5.41001693766813e-14,0.10377706659487172,False,Consumer,Auto,2015-05-05
SUNPHARMA,HCLTECH,2.022370418026414,0.7863890003090758,0.03529264276781032,29.84157476471626,0.968267671111801,17,2.0063903507458648e-14,0.09516863667308559,False,Pharma,IT,2015-05-05
DIVISLAB,BAJFINANCE,3.954447830195252,0.4709868280953581,0.03564236110515913,32.15545667164613,0.9277476267945091,13,-2.9967797790622744e-14,0.08926469853898406,False,Pharma,NBFC,2015-05-05
COALINDIA,BPCL,3.3159056249067733,0.39879193405561414,0.03601783524853388,30.23858283390486,0.8510834945528051,13,1.618223485839884e-14,0.08030811215359165,False,Metals & Mining,Energy,2015-05-05
HDFCBANK,CIPLA,1.0405692138953404,0.7913619663944317,0.03602254780555997,27.987949314228125,0.922977768394617,24,4.1147567422721147e-14,0.07733174145653528,False,Bank,Pharma,2015-05-05
ITC,EICHERMOT,4.105743585530941,0.16914076254542432,0.03607496927465513,32.581343231842695,0.8187119966819771,19,-2.8585012076354166e-14,0.08281405547494436,False,Consumer,Auto,2015-05-05
RELIANCE,TATAMOTORS,4.311448452712078,0.2875914268926887,0.03608720949058245,33.57188278480439,0.7439016203269425,18,-6.253081532875551e-14,0.07378905312544046,False,Energy,Auto,2015-05-05
TATACONSUM,ULTRACEMCO,1.7207957010275363,0.4140870528563777,0.0368485524171922,27.41120998923801,0.7334695674698402,18,6.57087553092963e-15,0.08290476665362714,False,Consumer,Cement,2015-05-05
HINDALCO,M&M,0.6457292180049475,0.6736726080743336,0.03688294911775492,35.45054063920055,0.7291535763893319,17,1.5634759800753e-14,0.1301555148923173,False,Metals & Mining,Auto,2015-05-05
ICICIBANK,AXISBANK,1.2891809133192158,0.7050578097259019,0.037120548136997125,28.450765690182333,0.9666000570614672,14,3.5074823703898464e-14,0.06361014032009897,True,Bank,Bank,2015-05-05
ASIANPAINT,CIPLA,0.06356857241482705,1.0120789865398956,0.037858598875919226,30.243929285682135,0.9282781639312307,14,5.554639640664275e-15,0.09502228960965661,False,Consumer,Pharma,2015-05-05
POWERGRID,BPCL,2.2496424754255298,0.4241164787890279,0.038240970615570365,23.95062268655997,0.9077651410788925,25,-1.2002157057746665e-14,0.06397678927908312,False,Utilities,Energy,2015-05-05
HINDALCO,COALINDIA,-0.32853572637805306,0.9964563343735343,0.03830880576930215,28.60373643190794,0.8013994286843503,16,-1.1203266415688352e-14,0.11375735755359787,True,Metals & Mining,Metals & Mining,2015-05-05
LT,UPL,4.006449821590172,0.5229069413429088,0.03898907902901732,39.163824159376226,0.9192339251334665,19,-2.940622466282293e-15,0.10590177869409532,False,Infrastructure,Chemicals,2015-05-05
ULTRACEMCO,POWERGRID,2.4888024114370046,1.226973701257009,0.03934865165144301,31.076527169672467,0.8661822122894778,24,-6.607295545494053e-15,0.1079623629980614,False,Cement,Utilities,2015-05-05
TITAN,ASIANPAINT,1.1017521623550008,0.7273570868975445,0.039677636005994533,31.799851186075376,0.855230302441192,16,3.844073795315886e-14,0.11262045877290609,True,Consumer,Consumer,2015-05-05
DIVISLAB,BAJAJFINSV,1.06224589773822,0.784923815316784,0.04056301270642032,44.33280075868913,0.8397511468087714,16,-1.0874311445429047e-14,0.1298690315834646,False,Pharma,NBFC,2015-05-05
ITC,UPL,4.039527511184401,0.22913282555781106,0.040619454926923385,36.99410297122654,0.7512356744109088,16,4.33938599339204e-14,0.09519275631994302,False,Consumer,Chemicals,2015-05-05
ULTRACEMCO,INDUSINDBK,3.6498677997787725,0.6435118827044818,0.04138301929506169,29.344153216625784,0.9227445551134883,16,8.658564752896723e-15,0.08326524797935898,False,Cement,Bank,2015-05-05
ULTRACEMCO,BAJFINANCE,5.420256056141918,0.42887681729781935,0.043355580576727386,29.94617726326327,0.9352846826162234,14,1.6557008556658552e-14,0.0764564991199662,False,Cement,NBFC,2015-05-05
TATAMOTORS,MARUTI,0.584800678531586,0.7090607722192965,0.04368482024284505,26.530004392965818,0.9464005791190584,14,-1.3256885301450017e-14,0.09224933875666454,True,Auto,Auto,2015-05-05
CIPLA,KOTAKBANK,1.28998503726932,0.7953100577155028,0.04381079845700671,29.495370821290624,0.9334689627418034,20,-1.4713685884026943e-14,0.0840542013573178,False,Pharma,Bank,2015-05-05
CIPLA,INDUSINDBK,1.7377974393067785,0.7010126680988267,0.044357696672174214,29.726637576785194,0.9266389390857335,14,-5.068256220352302e-15,0.08810724970084743,False,Pharma,Bank,2015-05-05
BPCL,KOTAKBANK,-2.0723299802065465,1.1027024849186473,0.044848443748337824,33.71006642556369,0.9291795447636264,14,1.754739798497496e-14,0.12066087716418394,False,Energy,Bank,2015-05-05
SBIN,BAJAJFINSV,0.6610899126362489,0.69354971935438,0.04694959975123741,34.247036425234846,0.8658259007335799,15,-8.870035805206278e-15,0.10255778325783652,False,Bank,NBFC,2015-05-05
RELIANCE,UPL,5.191426394119934,0.16959172706377393,0.04701921289418571,35.57492091121052,0.7262791530421235,14,-9.439832807262574e-15,0.07589916219592814,False,Energy,Chemicals,2015-05-05
ITC,MARUTI,2.970371779912414,0.28994751993682694,0.04711226726252574,37.51732194349921,0.7663735063337674,17,1.330740338616841e-14,0.09264881541122182,False,Consumer,Auto,2015-05-05
TATAMOTORS,BRITANNIA,2.6313705965075638,0.5460218009057629,0.04724049255287615,30.38283781588378,0.9374674380851352,18,-2.925819492620624e-14,0.09941168101396272,False,Auto,Consumer,2015-05-05
TATACONSUM,SHREECEM,3.0697813972826697,0.21082831433436383,0.04783175037931715,29.032868384016158,0.7103479061234285,17,-4.512557288449975e-15,0.08584767835852693,False,Consumer,Cement,2015-05-05
RELIANCE,SUNPHARMA,4.691306961378624,0.20968214750043282,0.04825556398668464,34.29015574722353,0.7231605381341847,17,1.2077346765234507e-14,0.07626133434200652,False,Energy,Pharma,2015-05-05
IOC,POWERGRID,-1.0204163838362879,1.1470123376324066,0.049730184971602844,26.44207151970982,0.8614038469939151,16,-4.640497275097255e-14,0.10315009120628606,False,Energy,Utilities,2015-05-05
SHREECEM,HDFCBANK,-3.0828405602907942,1.994380900210459,1.9958104458975105e-07,7.068309178374812,0.9867136835252495,34,1.8838546243242734e-14,0.06679478613856452,False,Cement,Bank,2015-07-31
HDFCBANK,BAJFINANCE,3.8408960356880595,0.3899239789161331,5.098667034776431e-06,8.580185518698876,0.9840881752135267,29,-1.8630599708471673e-14,0.036140665763534356,False,Bank,NBFC,2015-07-31
HDFCBANK,MARUTI,2.1754512784728,0.4903102265492306,2.598830446651132e-05,9.874058787146096,0.9841225448296949,29,-2.1545375712805024e-14,0.03610192534563621,False,Bank,Auto,2015-07-31
HDFC,ITC,4.691017659435444,0.3653817168546922,3.106656220183805e-05,12.344947834244966,0.72197118303788,17,2.6922614637365173e-14,0.03867604917612769,False,NBFC,Consumer,2015-07-31
ADANIPORTS,SHREECEM,-2.5445100161579743,0.898321386555744,4.6905358180259384e-05,9.916819738035192,0.9802204875835228,29,4.868298592001824e-14,0.07456673973531046,False,Infrastructure,Cement,2015-07-31
SHREECEM,MARUTI,1.1260350233630523,0.9950722939185815,6.915501027233586e-05,11.878464906711965,0.9881341486873194,24,1.9548149107659238e-14,0.06314586534819566,False,Cement,Auto,2015-07-31
GRASIM,POWERGRID,2.8058220000393077,0.7908413686260589,0.00015537226718697193,12.856083410629392,0.932457849255675,29,-5.807582516010092e-14,0.049152685658060864,False,Cement,Utilities,2015-07-31
SHREECEM,KOTAKBANK,0.4687889327169157,1.3519247648301689,0.00024885418306469043,14.500802502231348,0.9782060898211515,22,-3.0494125743037635e-14,0.08536423865048563,False,Cement,Bank,2015-07-31
ASIANPAINT,KOTAKBANK,1.0969166964380392,0.8509066307762109,0.0002666478812660262,13.152856313902378,0.9747923962825253,27,3.994688178127468e-14,0.057935764738829984,False,Consumer,Bank,2015-07-31
KOTAKBANK,BAJFINANCE,3.069693583555237,0.5693473715684931,0.0002891636599401521,13.778538522586004,0.9825091324586881,25,5.430106687637538e-15,0.05539412899542982,False,Bank,NBFC,2015-07-31
TATAMOTORS,TECHM,2.258867855544736,0.6302830923806944,0.0003590245351646443,12.983497419985406,0.9710822317185239,25,-4.7933438523498825e-15,0.06565058031551953,False,Auto,IT,2015-07-31
KOTAKBANK,INDUSINDBK,0.44847479291497544,0.8999169612027821,0.00037678805756970424,11.763296556192177,0.9851319124864139,24,-4.444769067792968e-14,0.05110609573210558,True,Bank,Bank,2015-07-31
HDFCBANK,KOTAKBANK,1.8146436889187127,0.6722652955342296,0.0004113351257579239,12.321455141648382,0.9831855480369405,24,2.6517295120438526e-14,0.03714314751893642,True,Bank,Bank,2015-07-31
M&M,ADANIPORTS,3.7502049994907862,0.4641042063321599,0.0004807027977310942,14.302595026547033,0.9422641237685795,25,-1.6312642007323068e-14,0.062144180150098385,False,Auto,Infrastructure,2015-07-31
TITAN,POWERGRID,0.3764897438623769,1.2540249815745432,0.0004862545276410327,12.634983515902276,0.9276195066671256,32,-3.384124256542607e-14,0.08100323541433964,False,Consumer,Utilities,2015-07-31
ULTRACEMCO,HDFCBANK,1.8293428897100226,0.9916330674288509,0.0004946127876124425,13.905647960570972,0.9601844526225334,28,6.876451201516935e-14,0.05868496051342446,False,Cement,Bank,2015-07-31
SHREECEM,AXISBANK,2.3492788466153725,1.0965679571728615,0.0005799963667509112,15.842843919545519,0.9774772863995246,24,-7.352143585295482e-15,0.08676383400582514,False,Cement,Bank,2015-07-31
ADANIPORTS,MARUTI,-1.6182896299160094,0.9052050470788587,0.0006335712488512519,12.14805728825201,0.9808447617617607,23,1.3131177509243783e-14,0.07339214637581691,False,Infrastructure,Auto,2015-07-31
ULTRACEMCO,BPCL,5.194129893716789,0.5367185280604391,0.0008085457303848036,17.894809000784164,0.9442447978339825,21,2.0967354836492243e-14,0.06916241850293188,False,Cement,Energy,2015-07-31
BAJAJ-AUTO,BHARTIARTL,2.6074898173168197,0.8450279915350409,0.0008338560741329834,17.365659927353587,0.8169329014362376,22,5.475455479966142e-14,0.08073550305604478,False,Auto,Telecom,2015-07-31
ASIANPAINT,INDUSINDBK,1.4380452412171205,0.7722621982934615,0.0009299458116935991,15.749589990125717,0.9684717399045429,21,-3.2895497025930564e-15,0.06468965482548199,False,Consumer,Bank,2015-07-31
SHREECEM,INDUSINDBK,0.9785054592733982,1.2321690786815416,0.0009982054997610026,15.12787363544228,0.9759781506416365,22,-1.0367955759065615e-13,0.08957089511983399,False,Cement,Bank,2015-07-31
ULTRACEMCO,AXISBANK,4.511066558505741,0.5485790991295042,0.0010368272044528415,17.063341961794755,0.9570420163505935,17,-9.865477041994526e-14,0.060907955294314094,False,Cement,Bank,2015-07-31
ULTRACEMCO,SHREECEM,3.4028488700211548,0.4925015062992741,0.001066081176751581,14.943757278675216,0.9638915823094933,27,-6.510371313185507e-14,0.05593903683364987,True,Cement,Cement,2015-07-31
HDFCBANK,INDUSINDBK,2.062725482917533,0.6135814509682045,0.0011188382041178598,13.7243689040517,0.9823335269112794,21,2.1600593154241405e-14,0.03806439763060592,True,Bank,Bank,2015-07-31
AXISBANK,HDFCBANK,-4.661908753653597,1.7690666462990587,0.00112574708084664,14.560084240830907,0.9818748041135598,23,4.228246207011575e-15,0.06945814997556567,True,Bank,Bank,2015-07-31
ADANIPORTS,HDFCBANK,-5.3247618701234725,1.7934455310665705,0.001370500588122074,13.5000829065071,0.9681959732899743,27,8.040599344481027e-15,0.09426615945685843,False,Infrastructure,Bank,2015-07-31
BHARTIARTL,EICHERMOT,4.7314179704513,0.1530938510667525,0.0015608306356012073,17.137467232544655,0.8455214528493685,17,-1.2887985799087797e-14,0.0722601553768054,False,Telecom,Auto,2015-07-31
KOTAKBANK,MARUTI,0.6502750337647123,0.7142851901845614,0.0016397777528011801,15.739757370836916,0.9802911482229552,19,-2.1375024031777882e-14,0.0587686411498579,False,Bank,Auto,2015-07-31
ADANIPORTS,EICHERMOT,2.146782359296771,0.4915330029947746,0.0016468293757093085,14.393636236232608,0.975088940823563,23,1.938602130088858e-14,0.08357377407229524,False,Infrastructure,Auto,2015-07-31
SHREECEM,BPCL,3.7250854127705306,1.0705875045808992,0.0016924994420259823,21.10350938685177,0.9623644212911658,16,1.3717422259813045e-14,0.11172793075838203,False,Cement,Energy,2015-07-31
BHARTIARTL,DRREDDY,2.337915025620278,0.4321946137371155,0.0017525059304963149,18.47822852621661,0.8236106533776838,16,-1.0940102439480908e-14,0.07675514386523685,False,Telecom,Pharma,2015-07-31
TECHM,WIPRO,-3.9234353590131494,1.8968836421149078,0.0017915460328823524,21.417732560697253,0.9500895471537392,14,1.2575478577341455e-14,0.13217435328242108,True,IT,IT,2015-07-31
HDFCBANK,BPCL,3.4413590806107193,0.5307359424883006,0.0020630250398655887,16.558792452077014,0.9643015034192959,23,-1.4105119189047227e-14,0.053862276875599656,False,Bank,Energy,2015-07-31
INDUSINDBK,BAJFINANCE,2.9922851034986246,0.6174109627412405,0.0021266105024429073,16.782136640685604,0.9732886563830363,21,7.812680543658509e-15,0.07476280577349236,False,Bank,NBFC,2015-07-31
MARUTI,BAJFINANCE,3.468395898970946,0.7815136525992503,0.0021622936149696534,17.71959200914024,0.9826806618887609,20,-3.1123839543248306e-14,0.07565296095730317,False,Auto,NBFC,2015-07-31
TITAN,SBIN,0.7880989186862293,0.9047442845955065,0.002218177455138616,21.298057586263493,0.8871002864140162,14,-2.5277839786068642e-14,0.10009787328273147,False,Consumer,Bank,2015-07-31
M&M,ICICIBANK,2.200492473342238,0.7451702976558505,0.002363737648328169,16.79264931476908,0.940826833723301,24,-2.3193675081640043e-14,0.06288965848622877,False,Auto,Bank,2015-07-31
GRASIM,SBIN,3.0264059787539064,0.5778591433618433,0.002516602104003598,20.157486536047326,0.9031190562216497,16,-1.1131601225739004e-14,0.058419381391301865,False,Cement,Bank,2015-07-31
COALINDIA,BAJAJFINSV,1.5461930854499535,0.5294579748226486,0.002528445499302838,21.154880301742473,0.9015984500359475,24,1.296670002411413e-14,0.07607074342756451,False,Metals & Mining,NBFC,2015-07-31
TITAN,ICICIBANK,1.0624506794621924,0.8574732102234041,0.0025582618946388335,16.47098145060009,0.9264398304119684,23,-7.161819638216883e-15,0.08163568202897631,False,Consumer,Bank,2015-07-31
ICICIBANK,ADANIPORTS,2.2291845679335953,0.5941211288169523,0.0025859403449868083,16.633839249288684,0.9553840552144829,20,2.948846340538776e-16,0.06920519230698356,False,Bank,Infrastructure,2015-07-31
AXISBANK,BPCL,1.3288465981021658,0.9601204767564206,0.0026402886635978054,18.837967733396994,0.9682154251822318,14,3.402921683414567e-14,0.0916617759957336,False,Bank,Energy,2015-07-31
BHARTIARTL,ASIANPAINT,2.963719222670046,0.4365309265116982,0.0026780477697210293,18.29194523682311,0.837587143621762,17,2.3774045636311816e-14,0.07393318708827105,False,Telecom,Consumer,2015-07-31
ULTRACEMCO,COALINDIA,2.2430986115905385,1.0518705259487962,0.00290367018439931,22.367279906495682,0.8805774675749354,20,5.988390265734759e-14,0.09954988291192468,False,Cement,Metals & Mining,2015-07-31
BHARTIARTL,SHREECEM,3.3246063306688067,0.27349726865595003,0.0030379467166399827,18.250096493318246,0.8308456784145629,18,-2.3495608750770904e-14,0.07531347253995037,False,Telecom,Cement,2015-07-31
BHARTIARTL,MARUTI,3.5608822442156622,0.28165314136428177,0.003158134934175719,17.532871462541475,0.8496562280535072,19,-5.802530707538252e-15,0.07136634983373322,False,Telecom,Auto,2015-07-31
DRREDDY,BRITANNIA,5.092697228832526,0.4381763185275699,0.0031675092900241984,23.072295956792733,0.9638059629525253,18,2.6536092547310487e-14,0.0687568006046101,False,Pharma,Consumer,2015-07-31
BHARTIARTL,CIPLA,2.827729775840708,0.4688864200614299,0.003184906875226131,18.765920594689472,0.8202770549032148,18,1.7308905631536964e-14,0.07740620301805769,False,Telecom,Pharma,2015-07-31
BHARTIARTL,UPL,4.6327438070412414,0.21564597323834847,0.0032434066805993845,18.565514712991792,0.8411508718296484,16,-1.3181695593962177e-15,0.07318841815426526,False,Telecom,Chemicals,2015-07-31
BHARTIARTL,BRITANNIA,4.472908434747836,0.20028519350009966,0.0033331118576815522,18.189591083198486,0.839522145012132,18,2.112478328654491e-14,0.07353012758821949,False,Telecom,Consumer,2015-07-31
ASIANPAINT,MARUTI,1.6103930037467906,0.6130722102081749,0.0034197630760611337,22.286194575567983,0.9638851533164632,21,-3.0769038111040054e-15,0.0691546154367883,False,Consumer,Auto,2015-07-31
ULTRACEMCO,ADANIPORTS,4.914812711800222,0.5258011983206456,0.0034444795972158773,18.123154451061723,0.9430835285039455,23,4.843861937068275e-15,0.0698580921264869,False,Cement,Infrastructure,2015-07-31
ASIANPAINT,EICHERMOT,4.13705500721605,0.3366452020946423,0.0035923804113195965,20.318831493434416,0.9690012273282348,14,-3.0711470991244675e-14,0.06415278022806237,False,Consumer,Auto,2015-07-31
ADANIPORTS,UPL,1.8414034285015122,0.6900255825727604,0.0036635011602784307,17.69745540422654,0.9667683040134012,22,1.037970415086059e-14,0.09632376352303705,False,Infrastructure,Chemicals,2015-07-31
M&M,SHREECEM,2.5091348411501126,0.42388286350760124,0.003753610523670846,18.607373398586205,0.9390636872882993,22,-4.0078463769378405e-14,0.06379072829179866,False,Auto,Cement,2015-07-31
ICICIBANK,SHREECEM,0.6404388355838566,0.542631333348299,0.003934864107236347,20.121664833788955,0.9521379937638584,19,6.192577315131429e-15,0.07161900854474672,False,Bank,Cement,2015-07-31
ADANIPORTS,ASIANPAINT,-3.4390157673712767,1.387169946130208,0.003938865315940548,17.472160300448177,0.9560251579219852,22,1.619398325019382e-14,0.11050195249814956,False,Infrastructure,Consumer,2015-07-31
M&M,LT,2.07593376532469,0.6242409127026378,0.003962709906777017,22.32774713886636,0.91782600245309,24,-7.484900412578701e-14,0.07367077639805429,False,Auto,Infrastructure,2015-07-31
ASIANPAINT,HDFCBANK,-0.9764432588815881,1.2276842470134328,0.003976131144765457,17.768614600878703,0.9616612446874955,19,-8.715661937020303e-14,0.07121168301419893,False,Consumer,Bank,2015-07-31
BHARTIARTL,BAJFINANCE,4.551213074333029,0.21753717509699663,0.004011090369278005,18.86505437546935,0.8251596266532467,17,-2.980566998385209e-15,0.07644983338763033,False,Telecom,NBFC,2015-07-31
TITAN,ULTRACEMCO,-1.6894007478489472,0.9560086742783779,0.004077074419609036,16.311795640069334,0.926046711893251,20,-4.625341849681737e-14,0.08184517696687917,False,Consumer,Cement,2015-07-31
M&M,MARUTI,2.9605014017934357,0.4252328055466855,0.004163628736482386,19.83702676820243,0.9354858512003466,16,-2.8217287413171438e-14,0.06557615133457373,True,Auto,Auto,2015-07-31
BHARTIARTL,M&M,2.0672501643226155,0.5865990823339665,0.004208856337039695,19.853888047961,0.8043768505609109,14,-7.275544070792242e-14,0.08040424913040656,False,Telecom,Auto,2015-07-31
EICHERMOT,UPL,-0.5299076399214222,1.3851083883457156,0.004391011752259543,23.05243975884944,0.9782490223404308,16,-3.1095643402940365e-14,0.15504294471664667,False,Auto,Chemicals,2015-07-31
ULTRACEMCO,POWERGRID,2.6737887704007033,1.1892737828573956,0.004461555271303617,21.16397978272393,0.9081853007401904,25,1.0700435246863413e-14,0.08792621580463007,False,Cement,Utilities,2015-07-31
EICHERMOT,KOTAKBANK,-8.512765179136426,2.4418373797589576,0.004489404434268328,21.472293368202575,0.971840658894945,18,-8.482338875972096e-15,0.17612430415186978,False,Auto,Bank,2015-07-31
