Date,strategy,vol_targeted,benchmark_ew,excess
2015,0.05391950423667646,0.117648348270049,0.005360132546698981,0.04855937168997748
2016,0.033963750764645306,0.05802639477644855,0.13787061037086423,-0.10390685960621893
2017,0.03241737161765612,0.08234438520809007,0.405867803765007,-0.37345043214735085
2018,0.03384249257848104,0.06355015875348102,0.019721608093899556,0.014120884484581486
2019,0.01068873181222263,0.041226621218562354,0.13137258929255768,-0.12068385748033506
2020,-0.045116840228560995,-0.10039825050948192,0.24385572963580215,-0.28897256986436315
2021,0.03637047705165464,0.10847211918613842,0.3154565741049753,-0.27908609705332066
