pair,entry,exit,days,side,entry_z,exit_z,pnl,reason
HEROMOTOCO/TATASTEEL,2018-07-23,2018-07-24,1,1,-3.143878070980433,-3.728679085283494,-0.022769439792068066,stop
HEROMOTOCO/TATASTEEL,2018-07-25,2018-08-23,19,1,-3.4743245326611945,-1.1121142789174312,0.01673642127094158,eow
BPCL/NTPC,2018-06-15,2018-06-28,9,-1,2.0989593027365596,0.17984745860963255,0.0397837999733466,target
BPCL/NTPC,2018-08-21,2018-08-23,1,1,-2.3595541639164894,-3.4671625553955523,-0.028713039852323076,eow
SHREECEM/ULTRACEMCO,2018-11-14,2018-11-28,9,1,-2.3034236886061814,-1.3472306413705235,0.004286666027491563,eow
ICICIBANK/MARUTI,2018-10-29,2018-11-28,20,-1,3.006264162480555,1.0286675756685488,0.009616539677063782,eow
NTPC/HINDALCO,2018-08-24,2018-10-03,25,-1,2.25998488071625,0.33566666092695074,0.0005880371746945882,target
NTPC/HINDALCO,2018-11-05,2018-11-28,15,1,-3.008625327654235,-2.2984164241352385,-0.031904760055243425,eow
M&M/TCS,2018-09-04,2018-09-07,3,1,-2.097367442260972,0.28013600924678345,0.025321723426242396,target
M&M/TCS,2018-09-26,2018-09-27,1,1,-3.0198360953579955,-3.595386104191125,-0.02347910707119681,stop
M&M/TCS,2018-10-04,2018-11-09,24,1,-2.9439747540503682,-0.3878350985603213,0.028532463676847523,target
BAJAJ-AUTO/NTPC,2018-10-19,2018-10-31,8,1,-2.0761796526291594,-0.43261845096493956,0.01928129157030633,target
BAJAJ-AUTO/NTPC,2018-11-26,2018-11-28,2,-1,2.105409146389802,1.6946668497955175,0.0019464192715750277,eow
BAJAJ-AUTO/HINDALCO,2018-10-19,2018-11-02,10,1,-2.3026405663928244,-0.49922576479979697,0.031333425186970645,target
BAJAJ-AUTO/SHREECEM,2018-10-23,2018-11-15,16,-1,2.207406717844566,0.2593500991675009,0.02345097690709446,target
HDFC/JSWSTEEL,2018-08-29,2018-10-24,36,1,-2.25844757389175,-0.4428790707388765,-0.02689430093366591,target
HDFC/JSWSTEEL,2018-11-22,2018-11-28,3,-1,2.166693441754729,2.6491723180233695,-0.03511218494564365,eow
ICICIBANK/ADANIPORTS,2018-10-29,2018-11-22,17,-1,2.385793684561735,0.25309029974312197,0.03686361395823289,target
HEROMOTOCO/EICHERMOT,2018-09-05,2018-09-07,2,1,-2.0529596448284937,-0.41319524328450064,0.0348442580274268,target
HEROMOTOCO/EICHERMOT,2018-09-17,2018-09-24,4,1,-2.102411369266117,0.008688763873342935,0.04897589298640658,target
ULTRACEMCO/SHREECEM,2019-01-25,2019-02-26,21,1,-3.358115537545079,-0.269428376165043,0.014818039196814571,target
HDFC/HDFCBANK,2019-02-12,2019-02-27,10,1,-3.228873769362938,-2.5267908428168475,-0.014304668745616554,eow
HEROMOTOCO/EICHERMOT,2018-12-05,2019-01-14,27,-1,2.1742862171355175,0.41339929076813076,-0.006666164507036145,target
HEROMOTOCO/EICHERMOT,2019-02-20,2019-02-27,5,1,-2.046350551203565,-1.2794635735074344,0.010982455566023536,eow
HDFC/BAJFINANCE,2018-11-30,2018-12-24,16,-1,2.0994070746130125,-0.004229173956277652,0.02986241376685339,target
HDFC/BAJFINANCE,2019-01-30,2019-02-04,3,1,-2.2958501025845384,0.28803947207599917,0.028887611707979682,target
HDFC/BAJFINANCE,2019-02-08,2019-02-27,12,1,-2.176421179330773,-2.63184142157784,-0.03366173290289664,eow
HDFC/LT,2019-01-11,2019-02-20,27,-1,2.0326071539468615,0.4597962600850069,-0.010126707866049314,target
HCLTECH/RELIANCE,2018-12-07,2019-01-29,36,1,-2.213258900250909,-0.27250004350943363,0.0017080011531259275,target
HCLTECH/RELIANCE,2019-02-11,2019-02-27,11,-1,2.044181688477363,1.4509106938191743,0.004089267665646801,eow
HDFC/BAJAJFINSV,2018-11-30,2018-12-14,10,-1,2.278536828426722,0.3237250166212551,0.03520776771597728,target
HDFC/BAJAJFINSV,2019-01-30,2019-01-31,1,1,-2.0038722233386417,-0.2972751517859538,0.01715053336664643,target
HDFC/BAJAJFINSV,2019-02-26,2019-02-27,1,1,-3.2181385296943987,-3.1235929318212876,-0.006942461095878622,eow
HDFC/BRITANNIA,2018-11-29,2018-12-13,10,-1,2.004051818657007,0.4519224732216017,0.01496233013270473,target
HDFC/BRITANNIA,2019-01-30,2019-02-05,4,1,-3.1017888991595375,0.2621773008485737,0.030636980184166027,target
HDFC/BRITANNIA,2019-02-26,2019-02-27,1,1,-2.38747446185764,-2.4209837208148395,-0.00607702057663022,eow
HDFC/INDUSINDBK,2019-01-11,2019-02-12,22,-1,2.0283330816618768,0.22141167335759152,0.0143530601790935,target
SHREECEM/ULTRACEMCO,2019-04-25,2019-05-28,21,1,-2.971690720320218,-0.051121979818022814,0.01744102373265638,target
HDFC/HDFCBANK,2019-02-28,2019-04-03,21,1,-2.122708293814357,-0.3948251781818636,0.004429323393117034,target
HDFC/HDFCBANK,2019-05-23,2019-06-06,9,-1,2.3168552596227676,1.6253836891290268,-0.005408718208064682,eow
HEROMOTOCO/EICHERMOT,2019-03-18,2019-04-15,18,1,-2.034643793030534,-0.2984506248230782,0.019033231026421803,target
HEROMOTOCO/EICHERMOT,2019-05-23,2019-06-06,9,-1,2.3195581144306088,2.222431457691773,-0.018638312896347868,eow
LT/HDFC,2019-05-24,2019-06-06,8,-1,2.5497838718503707,0.16430467302519228,0.01899548653598529,target
HCLTECH/RELIANCE,2019-04-30,2019-05-14,9,-1,2.572158400197845,0.1444140046841761,0.049532620246586605,target
SHREECEM/BAJAJ-AUTO,2019-04-02,2019-06-06,42,-1,2.158530443462925,1.0775712900700647,-0.02591984001394243,eow
ULTRACEMCO/BAJAJ-AUTO,2019-04-25,2019-06-06,27,-1,2.3058433820134887,0.8621061469587757,-0.014864255409330111,eow
ULTRACEMCO/SBIN,2019-04-25,2019-06-04,26,-1,2.6626269165608143,0.4606130513481137,0.036522382249469965,target
JSWSTEEL/HCLTECH,2019-04-30,2019-05-10,7,1,-2.1950107007283988,-0.24269217204319699,0.0386731285597256,target
SHREECEM/POWERGRID,2019-03-05,2019-03-18,9,-1,2.348945288589546,0.47216625365830195,0.027567978207772847,target
SHREECEM/POWERGRID,2019-04-18,2019-06-06,31,-1,2.1603257900180592,0.6869248087060962,-0.025952082037745964,eow
HDFC/HDFCBANK,2019-07-18,2019-08-13,17,-1,2.175940152099207,0.48133423954163096,0.016683711895032698,target
HINDALCO/TATASTEEL,2019-07-25,2019-08-08,10,-1,2.1106656293098425,3.8729477138592974,-0.046635978373574485,stop
HINDALCO/TATASTEEL,2019-08-09,2019-08-13,1,-1,3.0888042648656064,3.531312041846587,-0.022426425021501717,stop
HINDALCO/TATASTEEL,2019-08-14,2019-09-06,15,-1,2.9850755850518818,1.674360878165813,-0.03838648716136192,eow
ULTRACEMCO/SHREECEM,2019-08-21,2019-08-27,4,1,-2.1530813202725896,-0.14597773307089124,0.016468702074878404,target
LT/TITAN,2019-08-13,2019-09-06,16,1,-2.6069813544029614,-1.1114453661879047,0.0032409181102544694,eow
HCLTECH/RELIANCE,2019-07-05,2019-07-30,17,1,-2.5320635073114004,-0.26128140172331743,0.01849380908922576,target
HCLTECH/RELIANCE,2019-08-08,2019-08-16,4,-1,2.696787089981877,0.22733432164728745,0.03869860760176003,target
HCLTECH/RELIANCE,2019-08-28,2019-09-06,6,-1,2.254832247143868,1.4268482601568022,0.003381887556357382,eow
LT/HDFC,2019-07-12,2019-09-05,36,1,-2.2566344124661994,-0.4224366591364777,-0.01326444014324206,target
HEROMOTOCO/EICHERMOT,2019-08-14,2019-09-06,15,-1,2.288143420435663,1.4341453870238239,-0.01389682410578909,eow
LT/HDFCBANK,2019-08-13,2019-09-06,16,1,-2.2477298627671827,-1.2629484551340573,-0.0015590808023202992,eow
SBIN/ULTRACEMCO,2019-07-05,2019-07-22,11,-1,2.039086426754944,0.3931427823393384,0.03146656009929545,target
SBIN/ULTRACEMCO,2019-08-06,2019-09-06,20,1,-2.4190632284017592,-0.9790497645534709,0.0030974665905910636,eow
HCLTECH/BAJFINANCE,2019-07-05,2019-07-31,18,1,-2.3160188272229396,-0.35710940732699875,0.03817530537696586,target
HCLTECH/BAJFINANCE,2019-08-28,2019-09-06,6,-1,2.2938454483079322,1.1990315874404913,0.015629558892971386,eow
HDFC/HDFCBANK,2019-09-20,2019-10-24,21,1,-2.7392984912790976,-0.42618218467615554,0.009097398673731778,target
ICICIBANK/WIPRO,2019-09-20,2019-09-23,1,-1,2.052756808314969,4.136196440229818,-0.049972246208258415,stop
ICICIBANK/WIPRO,2019-09-24,2019-12-11,52,-1,3.291320786967863,1.8762026898082043,-0.09604633999572919,eow
HEROMOTOCO/EICHERMOT,2019-10-17,2019-12-11,37,1,-2.1768128659516885,-1.6491953173743836,-0.10599707729985436,eow
ULTRACEMCO/SHREECEM,2019-09-17,2019-10-04,12,1,-2.261904627715649,-0.07460921914092394,0.02057704536533478,target
ULTRACEMCO/SHREECEM,2019-10-16,2019-10-22,3,-1,2.113093578070811,0.2991808351141993,0.02128738230519298,target
ULTRACEMCO/SHREECEM,2019-11-26,2019-12-11,11,1,-2.0293101291315447,-1.3923973587460905,0.002194280301340241,eow
BAJAJFINSV/HDFC,2019-09-25,2019-10-22,16,-1,2.5598396603042852,0.37559499111511774,0.020734287798344145,target
HINDALCO/TATASTEEL,2019-09-13,2019-10-18,23,-1,2.0234880912871973,0.27108761246656576,0.025553472443939344,target
BAJAJ-AUTO/BHARTIARTL,2019-09-23,2019-11-18,36,-1,2.4162561610146636,0.4296665284176044,-0.005188858603225131,target
HCLTECH/RELIANCE,2019-12-10,2019-12-11,1,1,-2.1275701892401475,-2.0668487457355087,-0.004968083953887485,eow
LT/HDFC,2019-09-23,2019-10-23,19,-1,2.084076054819713,0.2432173288868662,0.02632938341278017,target
LT/HDFC,2019-11-27,2019-12-11,10,1,-2.424171810977015,-2.0924310622765714,-0.02995822996788694,eow
LT/TITAN,2019-09-17,2019-09-24,5,1,-2.0101621215798473,0.26500347561229187,0.054135211137499,target
LT/TITAN,2019-11-06,2019-11-13,4,-1,2.280632280349726,0.42028887216156396,0.027519266149369975,target
LT/TITAN,2019-12-03,2019-12-11,6,1,-2.067657425660344,-2.551953036602501,-0.03665626565900473,eow
HDFC/HDFCBANK,2019-12-17,2020-02-03,33,-1,2.09691623871491,-0.003908192904275683,0.00892306416492643,target
HDFC/HDFCBANK,2020-02-28,2020-03-12,8,1,-2.3848468396669738,-3.197754700642311,-0.024846390213268302,eow
HCLTECH/DIVISLAB,2020-03-02,2020-03-12,7,1,-2.474585722001312,-3.6431211588075767,-0.06792441069118735,stop
HDFC/BAJAJFINSV,2020-02-18,2020-03-12,15,1,-2.2150178316087152,-2.9388107249947892,-0.05374350517315792,eow
TITAN/DIVISLAB,2020-01-30,2020-03-12,28,1,-2.1397366324110143,-2.2498536701396583,-0.043828504557516516,eow
HINDALCO/TATASTEEL,2020-01-13,2020-03-12,41,1,-2.1798749902047585,-3.0463498748007445,-0.1506455846139465,eow
HCLTECH/RELIANCE,2019-12-12,2019-12-18,4,1,-2.556507271958473,-0.34297484037247106,0.03315143559245031,target
HCLTECH/RELIANCE,2020-01-24,2020-02-27,23,-1,2.195783543757234,0.29601561932046716,0.016042161164332575,target
HCLTECH/AXISBANK,2020-01-06,2020-02-25,35,-1,2.1204605174717366,0.20913860926193775,-0.0037786449479237667,target
BAJAJ-AUTO/BHARTIARTL,2020-01-22,2020-02-03,8,1,-2.055403616122203,-0.18963049582008193,0.04624686546446683,target
BAJAJ-AUTO/BHARTIARTL,2020-02-17,2020-03-12,16,1,-2.1044602057221,-3.117051567305967,-0.12016573816321702,eow
HINDALCO/GRASIM,2019-12-17,2020-01-20,23,-1,2.856681770274195,0.26255720540808025,0.017014547923555105,target
HINDALCO/GRASIM,2020-02-03,2020-02-13,8,1,-2.154207989838004,-0.4784509610201386,0.05447409218597635,target
HINDALCO/GRASIM,2020-02-26,2020-03-12,10,1,-2.0057829000118135,-2.90206261699931,-0.13647857080899323,eow
HCLTECH/BAJFINANCE,2020-01-07,2020-02-03,19,-1,2.0486221273651677,0.013660748253546533,0.016733776926751723,target
HCLTECH/BAJFINANCE,2020-02-28,2020-03-05,4,1,-2.965608333981054,-0.31418779378259515,0.06258691469460857,target
HCLTECH/BAJFINANCE,2020-03-11,2020-03-12,1,1,-2.0955566970027224,-3.713633776879833,-0.05727150168845843,stop
RELIANCE/HCLTECH,2020-03-16,2020-04-30,29,-1,2.1854683101378276,0.15732971459717446,0.004672932366168038,target
TCS/INFY,2020-03-17,2020-03-26,7,-1,2.044529346035653,0.09676008764623743,0.03436621886272194,target
HDFCBANK/HCLTECH,2020-03-16,2020-03-20,4,-1,2.1273399495415983,0.06270153808410628,0.04400967831125231,target
HDFCBANK/HCLTECH,2020-03-24,2020-03-26,2,1,-2.429606561446952,0.49607795440583446,0.06021497385731164,target
HDFCBANK/HCLTECH,2020-04-30,2020-06-17,32,1,-2.106783625309774,-1.071514389571934,-0.046175383347931295,eow
HDFC/HCLTECH,2020-03-24,2020-03-26,2,1,-3.335353695730993,-0.2840479541510791,0.05762166593725057,target
HDFC/HCLTECH,2020-04-07,2020-04-29,14,1,-2.753878065319368,-0.24110946875867786,0.03186230883230851,target
HDFC/HCLTECH,2020-05-04,2020-06-17,31,1,-2.1688258923903456,-0.8273442718479386,-0.043173921841923146,eow
HDFC/BAJAJFINSV,2020-03-16,2020-03-25,7,1,-3.198334979811689,0.1635312380964575,0.07549115768267775,target
HDFC/BAJAJFINSV,2020-04-29,2020-05-14,10,-1,2.274240684510142,0.1119018121128438,0.058133302709212166,target
RELIANCE/TECHM,2020-04-07,2020-06-17,47,-1,2.134594110039018,1.1664929994730722,-0.17264772301353126,eow
HCLTECH/BAJFINANCE,2020-03-18,2020-04-08,13,1,-3.2253540983941535,-0.2942644637795692,0.10361475386213617,target
HCLTECH/BAJFINANCE,2020-04-30,2020-06-17,32,-1,2.0042089233125036,1.0661024147997693,-0.042778483148103404,eow
HCLTECH/BAJAJFINSV,2020-03-13,2020-03-16,1,1,-3.05477616498731,-4.548527309794162,-0.05830905640330597,stop
HCLTECH/BAJAJFINSV,2020-03-17,2020-03-26,7,1,-3.370201955197488,-0.24423202660297372,0.0808552099728246,target
HCLTECH/BAJAJFINSV,2020-04-30,2020-06-17,32,-1,2.7191470475608974,1.141062145753235,-0.04889110804131324,eow
HDFC/HDFCBANK,2020-03-16,2020-03-20,4,1,-2.748839301982357,-0.4082982286518177,0.025706662239342135,target
HDFC/HDFCBANK,2020-03-30,2020-04-29,18,1,-2.0238177638246047,-0.1773632743598287,0.012365519021225199,target
CIPLA/COALINDIA,2020-03-13,2020-04-07,15,-1,3.1541675934271445,4.20950977559688,-0.09226221716434035,stop
CIPLA/COALINDIA,2020-04-15,2020-06-17,43,-1,3.398543138622085,1.016544133342798,-0.10260200009801716,eow
INFY/TCS,2020-07-13,2020-07-15,2,-1,2.5915160807008997,3.7404599172875836,-0.02344346222142467,stop
INFY/TCS,2020-07-22,2020-09-04,32,-1,3.1437207973248884,0.3363501206185686,0.015530575961798285,target
HDFC/HDFCBANK,2020-06-26,2020-07-03,5,1,-2.069680734176563,-0.18666027469576235,0.022148100747211276,target
HDFC/HDFCBANK,2020-07-20,2020-07-27,5,1,-2.039063657538853,0.06590523133268969,0.031636072769784224,target
HDFC/HDFCBANK,2020-09-04,2020-09-14,6,1,-2.2610911743485964,-0.8566704672249038,0.012675339528024888,eow
NTPC/ONGC,2020-07-20,2020-08-13,18,1,-2.311261191206806,-0.2147903384644368,0.024324129270670708,target
NTPC/ONGC,2020-08-17,2020-08-21,4,-1,2.2581186487744427,3.8913006708760793,-0.0699604961408784,stop
NTPC/ONGC,2020-08-24,2020-09-11,14,-1,3.350369949029069,0.47217009253748266,0.07154900091954244,target
HCLTECH/RELIANCE,2020-07-20,2020-09-14,40,-1,2.018055908006484,2.0321852984173225,-0.09874828248819557,eow
ULTRACEMCO/ADANIPORTS,2020-07-15,2020-08-12,20,-1,2.1272366523220954,0.485874173605854,-0.005362845121252712,target
POWERGRID/UPL,2020-06-22,2020-07-07,11,-1,2.0900921697203017,0.37974064191499673,0.023075287853250106,target
HDFC/KOTAKBANK,2020-07-09,2020-07-30,15,-1,2.045018767808485,-0.054973027672241555,0.03698004711088848,target
HDFC/BAJAJFINSV,2020-09-25,2020-09-30,3,1,-2.5379663800514343,-0.02083862586266279,0.028127470633781446,target
HDFC/BAJAJFINSV,2020-10-09,2020-11-20,30,-1,3.167668602386379,0.3095033341791988,-0.0017781887120309342,target
BAJAJ-AUTO/BPCL,2020-10-01,2020-10-26,16,-1,2.4932281042390674,0.28349279575106806,0.0124454284645596,target
BAJAJ-AUTO/BPCL,2020-12-02,2020-12-14,8,-1,2.395048250639946,1.0920294013368894,0.02145383185246947,eow
HDFCBANK/BAJAJFINSV,2020-10-05,2020-10-09,4,-1,2.0554684016232936,3.6103086775505586,-0.06910645891787776,stop
HDFCBANK/BAJAJFINSV,2020-10-12,2020-11-19,28,-1,2.925323468946416,0.3949834423895712,0.009144715194231177,target
HDFC/HDFCBANK,2020-11-12,2020-11-23,7,-1,2.3550910172978887,0.13160607511354439,0.02260020498956816,target
GRASIM/TATAMOTORS,2020-09-22,2020-11-18,40,-1,2.711082988332918,0.3547285021215214,-0.023879156524085204,target
RELIANCE/HCLTECH,2020-09-17,2020-12-14,60,1,-2.1300106628590116,-1.4595382705189286,-0.10790730677904085,time
ULTRACEMCO/ADANIPORTS,2020-10-14,2020-11-26,31,-1,2.2228901642885983,0.3946542668743462,0.002076967924009271,target
NTPC/IOC,2020-11-27,2020-12-14,10,-1,2.0045661889135307,2.3109256986020448,-0.02536199437846888,eow
ONGC/COALINDIA,2020-10-07,2020-10-21,10,-1,2.2264876796782787,0.3960229474029751,0.01686334159319585,target
ONGC/COALINDIA,2020-11-17,2020-11-23,4,1,-2.0686085299940355,-0.3496846346020073,0.021007487991836476,target
ONGC/COALINDIA,2020-12-11,2020-12-14,1,-1,2.02472661961411,2.024263434081384,-0.005851598300417014,eow
NTPC/ONGC,2021-01-22,2021-02-05,9,1,-2.1620838917859495,-0.35612622054406556,0.018749023607948778,target
NTPC/ONGC,2021-03-02,2021-03-16,9,-1,2.8463967014959333,1.2689763213068839,0.01896157673161296,eow
HDFC/BAJAJFINSV,2021-01-11,2021-01-25,10,-1,2.018100052066553,0.21839783676851848,0.05445720725589031,target
HDFC/HDFCBANK,2020-12-17,2021-01-25,26,-1,2.177423742449549,0.46130448091218185,-0.009313135053192376,target
HDFC/KOTAKBANK,2021-01-05,2021-02-22,33,-1,2.2312255800897023,0.4294675387356349,-0.006049060699945517,target
NTPC/IOC,2020-12-15,2021-01-04,13,-1,2.601339912723381,0.41992673849393286,0.0332272784115281,target
NTPC/IOC,2021-01-29,2021-02-16,12,1,-2.750881906662861,-0.4563240128538774,0.04388677350670635,target
NTPC/IOC,2021-03-02,2021-03-16,9,-1,2.0083018431531,1.3265406810066838,0.007333397728746271,eow
NTPC/INDUSINDBK,2020-12-15,2021-01-05,14,-1,2.575405495267348,0.23823614704177787,0.05923743900602989,target
NTPC/INDUSINDBK,2021-02-25,2021-03-16,12,-1,2.0022215175722593,1.6163142024643022,-0.02977483239578366,eow
MARUTI/TATAMOTORS,2021-01-21,2021-03-16,36,1,-2.237091496925409,-1.0626766421106173,-0.11941766333988225,eow
GRASIM/TATAMOTORS,2021-01-06,2021-01-11,3,-1,2.2681232301631225,0.4261869193058903,0.020948505655419218,target
GRASIM/TATAMOTORS,2021-01-20,2021-01-28,5,1,-2.2264072076420263,-0.2862083873046976,0.02673227921832145,target
GRASIM/TATAMOTORS,2021-03-04,2021-03-16,7,-1,2.480460112872793,2.2352209219907224,-0.03954275663322612,eow
IOC/ONGC,2020-12-16,2021-01-14,20,1,-2.0269948298145075,-0.42543589445068014,0.025121513433797232,target
POWERGRID/ADANIPORTS,2021-04-06,2021-04-26,12,1,-3.2608914041090538,-0.27080441102825564,0.05663705198212102,target
POWERGRID/ADANIPORTS,2021-06-14,2021-06-18,4,-1,2.5124718280184126,1.594176923987092,0.01334895693036866,eow
POWERGRID/ULTRACEMCO,2021-06-09,2021-06-18,7,-1,2.0824768321550744,0.7665790052070883,0.02062175081245424,eow
NTPC/IOC,2021-05-26,2021-06-07,8,1,-2.595968149349972,-0.2820305788375726,0.017863516283330057,target
ULTRACEMCO/ADANIPORTS,2021-04-06,2021-05-21,30,1,-2.7201385351994656,-0.4275689619094995,0.02215671429539503,target
ULTRACEMCO/ADANIPORTS,2021-06-17,2021-06-18,1,-1,2.8763972347730626,1.758902706029384,0.026675626364193128,eow
HDFC/BAJAJFINSV,2021-04-20,2021-06-18,41,1,-2.267170216337173,-1.2784614159425758,-0.051586957671865996,eow
NTPC/INDUSINDBK,2021-05-11,2021-05-28,12,-1,2.0843921048998575,0.1294110520754001,0.03746601792003371,target
NTPC/INDUSINDBK,2021-06-07,2021-06-18,9,-1,2.1420346300913096,0.8662178916523429,0.009845887927042437,eow
POWERGRID/ADANIPORTS,2021-08-12,2021-08-25,8,-1,2.387312790978287,-0.025528436525225122,0.04826914189105998,target
POWERGRID/ULTRACEMCO,2021-07-28,2021-08-16,13,1,-2.232505070675713,0.2167480105888618,0.04432170085875272,target
NTPC/ONGC,2021-07-19,2021-08-05,12,-1,2.3510691720426995,0.3485708504348945,0.030388097713592157,target
NTPC/ONGC,2021-09-15,2021-09-20,3,-1,2.061598901067708,2.397721408986254,-0.01324307312260431,eow
HDFC/KOTAKBANK,2021-08-05,2021-08-20,10,-1,2.7382927477730625,3.5290034926330103,-0.034001977089590796,stop
HDFC/KOTAKBANK,2021-08-23,2021-09-15,16,-1,2.9843262445160503,0.41419724933895924,0.01797732407978736,target
TCS/INFY,2021-06-23,2021-08-13,36,1,-2.0230299825698985,-0.2993230254209241,-0.01913227569796027,target
TCS/INFY,2021-08-27,2021-09-20,15,-1,2.0131389970698357,1.575086255686291,-0.02534364576593881,eow
TCS/HCLTECH,2021-06-24,2021-07-08,10,-1,2.377890146052071,0.3808117154688404,0.010748669184320069,target
TCS/HCLTECH,2021-07-15,2021-07-20,3,1,-3.3128004862662683,-0.4913300823851834,0.022414428330605442,target
TCS/HCLTECH,2021-07-30,2021-08-18,13,1,-2.830561973323832,-0.24311138637133203,0.021866950674974385,target
HDFC/HDFCBANK,2021-07-06,2021-07-13,5,1,-2.3799785500700605,-0.2134466978260463,0.016405014711905825,target
HDFC/HDFCBANK,2021-08-03,2021-08-04,1,-1,2.5576621632790895,3.684153558349788,-0.017631729234844823,stop
HDFC/HDFCBANK,2021-08-05,2021-08-24,12,-1,2.611637679657034,0.3486033191340614,0.01393927773655074,target
ULTRACEMCO/ADANIPORTS,2021-06-24,2021-08-25,42,-1,2.1883607111677423,0.4098874842796045,-0.03574254339014225,target
ITC/ONGC,2021-07-23,2021-08-25,22,-1,2.1067132891204867,0.4529763735973699,0.015015995008830402,target
HCLTECH/INFY,2021-06-24,2021-07-15,15,1,-2.3222569617041278,-0.19128884348367495,0.01507750902788758,target
HCLTECH/INFY,2021-08-27,2021-09-20,15,-1,2.008506479493625,2.4577201229563546,-0.05825865297970252,eow
POWERGRID/ADANIPORTS,2021-09-28,2021-09-29,1,-1,2.1672137137502956,3.988690921088086,-0.04411497675241566,stop
POWERGRID/ADANIPORTS,2021-09-30,2021-11-09,26,-1,2.7822823781198265,0.45507205561841585,0.008363829699235499,target
POWERGRID/ADANIPORTS,2021-11-30,2021-12-21,15,-1,2.494984393905869,1.3416316640465031,0.013879669717741554,eow
POWERGRID/ULTRACEMCO,2021-09-28,2021-09-29,1,-1,2.0008038646855417,3.8447990010970505,-0.047858449879371816,stop
POWERGRID/ULTRACEMCO,2021-09-30,2021-10-29,20,-1,2.92426685608054,0.20715249231798907,0.023988396381584065,target
POWERGRID/ULTRACEMCO,2021-12-02,2021-12-21,13,-1,2.2164958870409173,1.1408629619993849,0.020606102849212146,eow
HDFC/ICICIBANK,2021-10-29,2021-11-04,4,1,-2.1185109403362747,-0.38643800414095825,0.017501943176589818,target
HDFC/ICICIBANK,2021-12-15,2021-12-21,4,1,-2.0857583830515205,-2.9998637626478044,-0.029117744383490157,eow
TCS/HCLTECH,2021-09-24,2021-10-07,9,1,-2.0140794324366222,-0.372656091687032,0.01567987250688004,target
TCS/HCLTECH,2021-10-11,2021-11-15,23,1,-2.3847290434895845,-0.33012633439025624,0.01772585660986874,target
HDFC/HDFCBANK,2021-11-08,2021-11-29,14,-1,2.2047692655870215,0.23161982580100574,0.012703848052295755,target
ITC/ONGC,2021-09-21,2021-09-28,5,-1,2.0394472753804402,0.11204870999182318,0.02467986096312721,target
ITC/ONGC,2021-10-05,2021-10-06,1,1,-3.4553031291441405,-3.955137622543005,-0.023305634341424873,stop
ITC/ONGC,2021-10-07,2021-10-13,4,1,-2.677022328700058,-0.45143920498250256,0.0391390594367585,target
ITC/ONGC,2021-10-25,2021-11-17,16,1,-2.1349106790718384,-0.38513284634060896,0.02153623611806864,target
BRITANNIA/RELIANCE,2021-10-19,2021-12-10,36,1,-2.054808843415559,-0.4718872220965962,0.00017428189544336017,target
ADANIPORTS/ULTRACEMCO,2021-10-13,2021-11-23,26,-1,2.07081444711922,-0.3663336713118362,0.03654462894296488,target
