year,1,2,3,4,5,6,7,8,9,10,11,12
2015,-0.000768729852434924,0.005827274512381075,0.005602043609245433,0.005935539902881093,0.0155432395071875,-0.014961139284749958,0.0015845547215942446,0.007650036315628661,0.008447172510596124,0.00996521236686565,0.005067049127354117,0.0030393893956546236
2016,0.00747771147619547,-0.0006969333980058057,0.011189219684057061,-0.008374819563352953,0.004010927948507215,0.011862440366223748,-0.003666795248932986,-0.0025439966048185214,0.009297180648368375,-0.004426035317685706,0.013862277199779616,-0.004221270351439932
2017,0.014936826397762282,-0.008353154398437646,-0.0029825770258991025,0.0009926090492955453,-0.00858189695966205,-0.001287189209380979,0.021576974099180246,0.00025509631938658295,-0.0009422296812406916,0.006961137194546163,0.00678758203080676,0.0030097243327613654
2018,-0.010621670058145072,0.00423107055112415,0.0030987871848033866,-0.015474363303149108,0.013650572713464149,0.01492680568901572,0.011993018783660103,-0.01281814797404035,0.004340975706486505,0.005037164837738972,0.008163285801226161,0.007385607907020919
2019,0.004682401088298205,-5.991183384546073e-05,0.00011680930170099302,-0.0003982768351306065,0.0032838576448315226,0.009164037314651985,0.01090279261666871,-0.007558852372242519,0.0019542251120876486,0.006847823487302396,-0.00726794321569757,-0.010778800786356957
2020,0.002310402398271405,-0.005402037329735099,-0.00585448947032019,-0.00904503749971275,-0.019593958300840097,-0.008114337285999751,-0.0003042126004215717,0.008609688411058247,-0.004064050337401537,-0.015249812188295797,0.009137127289899238,0.0019136731016617947
2021,0.007626034573681828,-0.0022288320390367877,-0.0006881338591111508,0.0026923075983831257,0.006483433063193322,0.005230134122943708,-0.0013388231845782306,0.01220373789921192,-0.01099809455230949,0.011009768031670752,0.004597743049690406,0.0014126275251002962
