date,kilian_index
1983-09-01,-40.8157546173714
1983-10-01,-34.9691110460034
1983-11-01,-32.4585007020858
1983-12-01,-34.6337509165445
1984-01-01,-50.1529549926885
1984-02-01,-36.5857311533386
1984-03-01,-32.6621076966946
1984-04-01,-27.9255060385074
1984-05-01,-30.3262412478007
1984-06-01,-32.8146982554741
1984-07-01,-35.7142151340521
1984-08-01,-35.3232133576161
1984-09-01,-15.9808554559893
1984-10-01,-27.119508730315
1984-11-01,-26.9124572742371
1984-12-01,-35.942940040816
1985-01-01,-31.150579721818
1985-02-01,-38.1482108222121
1985-03-01,-31.9511720673019
1985-04-01,-32.3014193998911
1985-05-01,-32.5825537781959
1985-06-01,-44.5744215888747
1985-07-01,-58.5018791318994
1985-08-01,-63.8491591404252
1985-09-01,-57.5524815854667
1985-10-01,-49.4781029371651
1985-11-01,-48.8760217255856
1985-12-01,-41.3216990769618
1986-01-01,-43.0329122016949
1986-02-01,-56.969150326972
1986-03-01,-60.6399317076252
1986-04-01,-66.7437553774176
1986-05-01,-71.5534688742707
1986-06-01,-74.5043075273774
1986-07-01,-86.0363591449225
1986-08-01,-83.4500215109435
1986-09-01,-59.296249987503
1986-10-01,-53.9276260134645
1986-11-01,-56.1986537615072
1986-12-01,-65.1989316833146
1987-01-01,-51.4983563335155
1987-02-01,-46.7637185819273
1987-03-01,-40.0002717189021
1987-04-01,-30.0887299145888
1987-05-01,-24.3305324547789
1987-06-01,-35.5796177493548
1987-07-01,-38.5642870929924
1987-08-01,-23.6510582792686
1987-09-01,-27.1798768572331
1987-10-01,-22.1318055036838
1987-11-01,-17.056919259855
1987-12-01,-9.8242720914234
1988-01-01,-1.78845868061042
1988-02-01,9.47474346046522
1988-03-01,14.6077517133366
1988-04-01,7.07552591015932
1988-05-01,0.615740811769516
1988-06-01,-9.617125233471
1988-07-01,-15.9467264063688
1988-08-01,-13.8903970338569
1988-09-01,-9.30305827156155
1988-10-01,-6.35390800966791
1988-11-01,3.41907086223792
1988-12-01,6.93853136937617
1989-01-01,13.3779694174339
1989-02-01,7.89568963175871
1989-03-01,13.2011046861273
1989-04-01,12.6858337246072
1989-05-01,17.2324665383157
1989-06-01,-1.16420920825533
1989-07-01,-3.21571648955983
1989-08-01,-1.79803752951688
1989-09-01,-0.277420035113085
1989-10-01,6.45192655636269
1989-11-01,14.0080863804697
1989-12-01,10.4601664590854
1990-01-01,12.4127978750609
1990-02-01,9.03060939571292
1990-03-01,8.49811780493552
1990-04-01,-1.35559985327856
1990-05-01,-10.2382270811192
1990-06-01,-19.0130123953777
1990-07-01,-28.9327681787912
1990-08-01,-19.9566315264311
1990-09-01,-22.5151655845536
1990-10-01,-18.4420542909102
1990-11-01,-13.5137917728446
1990-12-01,-4.14572101594519
1991-01-01,-3.53037975806796
1991-02-01,6.2683933801706
1991-03-01,14.2197852337175
1991-04-01,6.7589338579432
1991-05-01,10.6222996012969
1991-06-01,12.8649476911453
1991-07-01,4.40705887760222
1991-08-01,-0.746054050127931
1991-09-01,2.4025573819797
1991-10-01,6.74201262612884
1991-11-01,7.38813443351418
1991-12-01,1.98527340692571
1992-01-01,-0.863181855769035
1992-02-01,-14.2211546140723
1992-03-01,-21.4791381014453
1992-04-01,-25.2921324049956
1992-05-01,-17.5924489998423
1992-06-01,-25.6048931575916
1992-07-01,-35.0327913321323
1992-08-01,-34.9200263556522
1992-09-01,-36.2491914784461
1992-10-01,-35.6267804462541
1992-11-01,-22.8491274789409
1992-12-01,-11.037928566442
1993-01-01,-15.6101142983181
1993-02-01,-13.4713924519369
1993-03-01,-5.26070533336336
1993-04-01,-1.21181955429517
1993-05-01,4.85698489112814
1993-06-01,1.56864404606569
1993-07-01,-9.87539114999372
1993-08-01,-9.17350215919068
1993-09-01,-6.99753490804014
1993-10-01,-10.5188636247306
1993-11-01,-16.0627559803713
1993-12-01,-21.2125224747527
1994-01-01,-21.6914880738205
1994-02-01,-27.7006233285754
1994-03-01,-28.364417071989
1994-04-01,-16.1163868333639
1994-05-01,-3.14962630556774
1994-06-01,-12.4418789000884
1994-07-01,-8.45072626918926
1994-08-01,-3.18872197616242
1994-09-01,0.480263471191655
1994-10-01,16.8515451387636
1994-11-01,19.751548866952
1994-12-01,26.5449509987945
1995-01-01,27.6590748465178
1995-02-01,26.210605556457
1995-03-01,36.0668819926996
1995-04-01,38.6386750807007
1995-05-01,38.2368533123756
1995-06-01,26.7875011696241
1995-07-01,25.0431335186578
1995-08-01,30.9174502400032
1995-09-01,27.1353870179494
1995-10-01,11.2249112145495
1995-11-01,7.62785160663961
1995-12-01,5.70843198716462
1996-01-01,0.82492130273728
1996-02-01,-6.8407856804761
1996-03-01,-10.5895561568429
1996-04-01,-5.88694863053778
1996-05-01,-8.59908586810576
1996-06-01,-19.2598832308767
1996-07-01,-32.1526365046386
1996-08-01,-34.8186841376986
1996-09-01,-40.373357468584
1996-10-01,-31.1218458581159
1996-11-01,-6.56144938531522
1996-12-01,-3.97962931024862
1997-01-01,-5.75419376965733
1997-02-01,-7.27530521585909
1997-03-01,-4.93299819226101
1997-04-01,-11.1836469018871
1997-05-01,-18.6103432748708
1997-06-01,-19.0649443844755
1997-07-01,-13.8499105722049
1997-08-01,-17.4271913666235
1997-09-01,-17.2136628080848
1997-10-01,-15.2024825672818
1997-11-01,-21.907833200616
1997-12-01,-21.9671475968057
1998-01-01,-28.5125169962394
1998-02-01,-44.2674750607615
1998-03-01,-37.2029845391056
1998-04-01,-44.1551176532249
1998-05-01,-44.4568284957631
1998-06-01,-53.3881869573134
1998-07-01,-60.0023058931678
1998-08-01,-64.8987540419324
1998-09-01,-56.1215214133421
1998-10-01,-44.0247250112872
1998-11-01,-46.5723118408691
1998-12-01,-58.7000255365786
1999-01-01,-64.28433904325
1999-02-01,-60.1190476574967
1999-03-01,-45.3219838306575
1999-04-01,-50.4208889701641
1999-05-01,-36.2487563452667
1999-06-01,-43.2498824709279
1999-07-01,-44.7229268492869
1999-08-01,-37.9742097150625
1999-09-01,-29.0668015113722
1999-10-01,-13.4513549061051
1999-11-01,-13.7992406962158
1999-12-01,-13.2329448601754
2000-01-01,-11.2734953827753
2000-02-01,-9.87326998546623
2000-03-01,4.87471543315001
2000-04-01,7.94839149313615
2000-05-01,4.00731333991997
2000-06-01,2.75196961565252
2000-07-01,4.50855363940939
2000-08-01,5.98824502619504
2000-09-01,9.96755949775601
2000-10-01,11.3094254170029
2000-11-01,10.6342428570005
2000-12-01,3.81345143726328
2001-01-01,0.699224219097694
2001-02-01,-5.03960331085205
2001-03-01,-3.3991488583724
2001-04-01,-7.55875471167222
2001-05-01,-7.30972246312476
2001-06-01,-12.3563349072187
2001-07-01,-24.0243680493158
2001-08-01,-45.8592114431538
2001-09-01,-49.6678481192596
2001-10-01,-54.3130171536504
2001-11-01,-58.9503172796814
2001-12-01,-56.9695841260442
2002-01-01,-50.1565543663121
2002-02-01,-47.1473905289644
2002-03-01,-36.8333060648603
2002-04-01,-35.9008412785831
2002-05-01,-40.0450493182696
2002-06-01,-43.6428319782487
2002-07-01,-44.3281957253118
2002-08-01,-43.0879855946644
2002-09-01,-26.4855707434018
2002-10-01,-12.1239746145029
2002-11-01,-5.36901175987685
2002-12-01,7.82336658531353
2003-01-01,9.23797508602133
2003-02-01,7.68579017263891
2003-03-01,17.7160445773593
2003-04-01,29.2260006387437
2003-05-01,37.3925671298396
2003-06-01,33.1098561993867
2003-07-01,35.5626398155008
2003-08-01,39.5202932739694
2003-09-01,46.8395791710687
2003-10-01,99.621711064449
2003-11-01,101.847300841785
2003-12-01,109.868678036204
2004-01-01,122.259860066954
2004-02-01,126.368250372765
2004-03-01,120.316701533622
2004-04-01,106.97308296398
2004-05-01,84.5534874048495
2004-06-01,62.9262218055193
2004-07-01,89.4162897931534
2004-08-01,99.3922381588709
2004-09-01,98.5877383981722
2004-10-01,107.497012446997
2004-11-01,122.843893799617
2004-12-01,126.894571986844
2005-01-01,106.771556030676
2005-02-01,107.218287398136
2005-03-01,110.209803841453
2005-04-01,106.932877009814
2005-05-01,85.9974730564528
2005-06-01,57.2068794993928
2005-07-01,35.5179452426637
2005-08-01,34.485499152432
2005-09-01,57.2531542319451
2005-10-01,69.307779185949
2005-11-01,61.9045387227148
2005-12-01,50.6430511904093
2006-01-01,36.2938918119889
2006-02-01,44.1721469896759
2006-03-01,50.3679652199776
2006-04-01,44.7911903345265
2006-05-01,43.7228618502152
2006-06-01,54.3967517652421
2006-07-01,65.5461990515648
2006-08-01,84.2611136977108
2006-09-01,94.0738356219913
2006-10-01,94.4248302188441
2006-11-01,98.5210878184461
2006-12-01,101.588170853226
2007-01-01,104.475557745329
2007-02-01,102.83670019161
2007-03-01,117.77691417847
2007-04-01,129.276154299662
2007-05-01,139.73593273908
2007-06-01,129.335602555607
2007-07-01,142.32875829325
2007-08-01,151.545438721481
2007-09-01,168.848202274513
2007-10-01,188.287268588897
2007-11-01,188.809713987877
2007-12-01,181.957652434961
2008-01-01,150.003990717238
2008-02-01,145.74405286594
2008-03-01,161.523655719131
2008-04-01,164.227795416442
2008-05-01,190.720100202382
2008-06-01,184.191171705745
2008-07-01,169.997045352785
2008-08-01,151.513396222121
2008-09-01,111.882010988522
2008-10-01,11.6883796146542
2008-11-01,-65.5026047644692
2008-12-01,-74.2170418471656
2009-01-01,-54.6070398293796
2009-02-01,14.910889953684
2009-03-01,22.728868442298
2009-04-01,6.26718623706557
2009-05-01,48.8912954149362
2009-06-01,89.1377239871273
2009-07-01,76.5170948443593
2009-08-01,53.8796228177467
2009-09-01,40.6246610006423
2009-10-01,56.0178854337897
2009-11-01,92.0047184935308
2009-12-01,82.3350938241763
2010-01-01,70.4593846785578
2010-02-01,53.9264374095227
2010-03-01,72.1115528468726
2010-04-01,67.0395568361399
2010-05-01,90.4918864947911
2010-06-01,68.9811280543585
2010-07-01,20.9295593764453
2010-08-01,45.1640881766998
2010-09-01,56.3522256109315
2010-10-01,55.2309727163234
2010-11-01,40.3049723910916
2010-12-01,26.7321926089577
2011-01-01,-10.5030048937503
2011-02-01,-27.7349886177976
2011-03-01,-4.64576459428905
2011-04-01,-15.5234469880234
2011-05-01,-14.9190259199129
2011-06-01,-8.92273041992242
2011-07-01,-13.8319540643018
2011-08-01,-12.3981755916295
2011-09-01,15.8641571928759
2011-10-01,27.8637844307438
2011-11-01,15.7180453667222
2011-12-01,17.6949026418674
2012-01-01,-41.0540260800697
2012-02-01,-80.2326141670018
2012-03-01,-60.1601257193726
2012-04-01,-42.8987892491684
2012-05-01,-34.8854513719552
2012-06-01,-50.7202068562573
2012-07-01,-38.6034556811332
2012-08-01,-71.8191666414871
2012-09-01,-79.4329599429465
2012-10-01,-49.7187502653524
2012-11-01,-42.0520308660698
2012-12-01,-59.8672030445201
2013-01-01,-70.3483453336434
2013-02-01,-74.0824212762095
2013-03-01,-57.393018381959
2013-04-01,-57.2324874372447
2013-05-01,-59.7044627420791
2013-06-01,-49.7955227900474
2013-07-01,-32.0532307790209
2013-08-01,-35.2692880002032
2013-09-01,8.35221142461853
2013-10-01,19.8755106476608
2013-11-01,0.982167444052262
2013-12-01,34.3577086425404
2014-01-01,-4.84632794418234
2014-02-01,-30.3651663233396
2014-03-01,-3.98358948127466
2014-04-01,-39.0268981113306
2014-05-01,-44.3193685773286
2014-06-01,-52.659749795428
2014-07-01,-66.1924466530151
2014-08-01,-49.6112268232159
2014-09-01,-31.3542776216888
2014-10-01,-33.1011254503226
2014-11-01,-13.6596997367526
2014-12-01,-51.3124909009114
2015-01-01,-73.1278470915745
2015-02-01,-102.754486697745
2015-03-01,-96.3322248618472
2015-04-01,-93.5667534389784
2015-05-01,-92.7701295241224
2015-06-01,-77.0979259109975
2015-07-01,-43.753714137029
2015-08-01,-34.706488121638
2015-09-01,-52.4461557511013
2015-10-01,-63.7619781865002
2015-11-01,-94.5636346062376
2015-12-01,-105.753940720487
2016-01-01,-135.130236455524
2016-02-01,-157.793248718153
2016-03-01,-135.604325696512
2016-04-01,-89.7029312171432
2016-05-01,-87.7532759895578
2016-06-01,-89.8156771054529
2016-07-01,-74.4484882345585
2016-08-01,-79.4476684124539
2016-09-01,-58.729769350713
2016-10-01,-54.0032665557807
2016-11-01,-32.9143607180315
2016-12-01,-35.1308330761717
2017-01-01,-49.9333987962636
2017-02-01,-67.5866629605241
2017-03-01,-26.5673496548177
2017-04-01,-19.6892195427848
2017-05-01,-42.2189288980679
2017-06-01,-54.4509918857292
2017-07-01,-49.1551129201949
2017-08-01,-26.2095036012174
2017-09-01,-8.72492776721048
2017-10-01,-0.119796125093696
2017-11-01,-2.29693333937737
2017-12-01,8.40388148052602
2018-01-01,-18.2896277580743
2018-02-01,-28.2223635627984
2018-03-01,-25.4812744596141
2018-04-01,-27.6928497727545
2018-05-01,-14.1975122621805
2018-06-01,-9.77407727962092
2018-07-01,10.1666667659955
2018-08-01,13.8556505562038
2018-09-01,-2.7046717103973
2018-10-01,3.68547395838457
2018-11-01,-22.0290076595491
2018-12-01,-10.4836318844666
2019-01-01,-33.035398434409
2019-02-01,-85.5594776242462
2019-03-01,-77.8771379745117
2019-04-01,-65.2158859813006
2019-05-01,-35.8818017246961
2019-06-01,-35.9313736394584
